date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
24-Oct-04,0,14.7,0,7.7, , ,0,12.4,983.5,9.1,0,17,0,160,0,25, , , , , , ,488
25-Oct-04,0,11.3,0,2, , ,0,0.3,993.2,11.5,0,19,0,290,0,29, , , , , , ,693
26-Oct-04,0,10.2,0,0.8, , ,0,0.5,999.1,7,0,12,0,140,0,18, , , , , , ,417
27-Oct-04,0,11,0,8.1, , ,0,5,982.6,15.7,0,24,0,70,0,34, , , , , , ,161
28-Oct-04,0,14,0,7.8, , ,0,9.2,974,14.7,0,22,0,80,0,31, , , , , , ,528
29-Oct-04,0,11.7,0,6.3, , ,0,3.3,988.1,10,0,15,0,20,0,21, , , , , , ,171
30-Oct-04,0,13.3,0,5.9, , ,0,0.2,1006.4,5.8,0,13,0,10,0,19, , , , , , ,505
31-Oct-04,0,10.1,0,3.1, , ,0,0.2,1018.2,2,0,4,0,240,0,8, , , , , , ,249
01-Nov-04,0,10.4,0,6.9, , ,0,0,1019.2,3.4,0,7,0,130,0,11, , , , , , ,261
02-Nov-04,0,12.1,0,4.5, , ,0,0,1012.2,5.7,0,10,0,120,0,14, , , , , , ,274
03-Nov-04,0,11.4,0,3.5, , ,0,1.4,1006.6,5.9,0,13,0,270,0,18, , , , , , ,416
04-Nov-04,0,10.9,0,4, , ,0,0.2,1015.8,9,0,14,0,260,0,23, , , , , , ,361
05-Nov-04,0,12.4,0,6.5, , ,0,0.1,1024.9,8,0,12,0,240,0,17, , , , , , ,274
06-Nov-04,0,13.2,0,9.5, , ,0,0,1025.6,9.2,0,15,0,280,0,21, , , , , , ,347
07-Nov-04,0,12.1,0,9, , ,0,0.2,1022.8,6.2,0,11,0,290,0,17, , , , , , ,155
08-Nov-04,0,12.1,0,8.8, , ,0,0.1,1017.8,6.4,0,11,0,300,0,16, , , , , , ,282
09-Nov-04,0,10.4,0,5.7, , ,0,1.2,1015.5,10.3,0,19,0,290,0,28, , , , , , ,452
10-Nov-04,0,11.6,0,6.8, , ,0,0,1019.6,7.8,0,18,0,310,0,26, , , , , , ,460
11-Nov-04,0,12.4,0,8.4, , ,0,0.1,1020.3,7.9,0,11,0,250,0,17, , , , , , ,198
12-Nov-04,0,12,0,2.6, , ,0,1.6,1024.5,11.5,0,20,0,320,0,29, , , , , , ,363
13-Nov-04,0,9.1,0,-0.2, , ,0,0,1034.3,5.8,0,12,0,300,0,16, , , , , , ,544
14-Nov-04,0,9.4,0,3.9, , ,0,0,1030.4,7.6,0,12,0,230,0,17, , , , , , ,137
15-Nov-04,0,11.7,0,7.2, , ,0,0.2,1023.5,8.7,0,13,0,250,0,19, , , , , , ,256
16-Nov-04,0,13.2,0,10, , ,0,0.7,1019.4,10.8,0,18,0,230,0,26, , , , , , ,128
17-Nov-04,0,12.4,0,7.6, , ,0,6.5,1015.8,12.5,0,18,0,230,0,26, , , , , , ,121
18-Nov-04,0,7.8,0,0.7, , ,0,19.7,1010.5,5.9,0,12,0,270,0,16, , , , , , ,76
19-Nov-04,0,4.8,0,-0.5, , ,0,0,1017.9,4,0,13,0,270,0,17, , , , , , ,349
20-Nov-04,0,6.3,0,0.3, , ,0,20,1016,7.8,0,14,0,90,0,18, , , , , , ,52
21-Nov-04,0,12.4,0,6, , ,0,4.1,1009.2,10.1,0,16,0,230,0,23, , , , , , ,157
22-Nov-04,0,12.7,0,9.6, , ,0,0,1012.8,11.5,0,18,0,260,0,26, , , , , , ,223
23-Nov-04,0,11.4,0,6.4, , ,0,0.2,1020.3,5,0,8,0,170,0,11, , , , , , ,78
24-Nov-04,0,12.1,0,5, , ,0,0.2,1019.2,7.2,0,11,0,150,0,17, , , , , , ,202
25-Nov-04,0,11.1,0,8.2, , ,0,6.5,1012.6,7.7,0,14,0,180,0,19, , , , , , ,51
26-Nov-04,0,9.3,0,2.7, , ,0,0.2,1015.2,4.8,0,8,0,290,0,12, , , , , , ,252
27-Nov-04,0,9.5,0,2.7, , ,0,4,1014.8,6.8,0,14,0,210,0,20, , , , , , ,119
28-Nov-04,0,8.3,0,3, , ,0,0.3,1016.5,6.8,0,12,0,340,0,18, , , , , , ,370
29-Nov-04,0,6.5,0,1.1, , ,0,0,1012,6.6,0,13,0,160,0,20, , , , , , ,210
30-Nov-04,0,8.5,0,0.6, , ,0,0,1002.7,6.4,0,13,0,160,0,20, , , , , , ,169
01-Dec-04,0,5.5,0,-0.9, , ,0,0.1,1007.1,3.7,0,6,0,320,0,9, , , , , , ,253
02-Dec-04,0,6.1,0,-1.8, , ,0,0.9,1011.7,3.8,0,8,0,210,0,12, , , , , , ,203
03-Dec-04,0,10.8,0,6.1, , ,0,0.2,1015.9,6.7,0,10,0,230,0,14, , , , , , ,129
04-Dec-04,0,10.9,0,7.2, , ,0,1.4,1020.5,10,0,15,0,210,0,22, , , , , , ,152
05-Dec-04,0,11.1,0,1.9, , ,0,1.8,1021.2,7.9,0,14,0,200,0,21, , , , , , ,112
06-Dec-04,0,10.4,0,3.1, , ,0,1.5,1018.1,9.8,0,16,0,200,0,23, , , , , , ,44
07-Dec-04,0,8.6,0,-0.7, , ,0,0.4,1022.1,3.8,0,10,0,140,0,14, , , , , , ,188
08-Dec-04,0,10.9,0,7, , ,0,2,1019.4,10.2,0,13,0,170,0,20, , , , , , ,108
09-Dec-04,0,9.9,0,6.9, , ,0,0.1,1014.3,10.9,0,16,0,150,0,23, , , , , , ,81
10-Dec-04,0,10.1,0,2.2, , ,0,1.7,1013.9,5.7,0,13,0,160,0,19, , , , , , ,297
11-Dec-04,0,11.2,0,1.5, , ,0,0.4,1019,4.1,0,9,0,160,0,13, , , , , , ,129
12-Dec-04,0,9.3,0,6.2, , ,0,0,1019.7,8,0,11,0,130,0,16, , , , , , ,41
13-Dec-04,0,10,0,6, , ,0,0,1015.8,9.8,0,18,0,180,0,26, , , , , , ,202
14-Dec-04,0,12.5,0,9.9, , ,0,4.1,1007.3,17.6,0,24,0,200,0,38, , , , , , ,28
15-Dec-04,0,12.2,0,2.7, , ,0,6,1006.1,8.6,0,19,0,220,0,29, , , , , , ,289
16-Dec-04,0,8.9,0,5.2, , ,0,5.7,995,15.9,0,24,0,250,0,35, , , , , , ,226
17-Dec-04,0,6.4,0,1.8, , ,0,5.9,996.5,10.8,0,21,0,270,0,32, , , , , , ,236
18-Dec-04,0,5.9,0,2.5, , ,0,12.1,1001.2,8.3,0,15,0,80,0,22, , , , , , ,49
19-Dec-04,0,5.1,0,-1.4, , ,0,0.1,1007.2,5.1,0,11,0,20,0,15, , , , , , ,263
20-Dec-04,0,7.6,0,-0.5, , ,0,3.4,1012.8,8.8,0,20,0,250,0,30, , , , , , ,253
21-Dec-04,0,8.8,0,2.5, , ,0,3.5,1016.8,9.1,0,23,0,230,0,37, , , , , , ,265
22-Dec-04,0,12.7,0,8.7, , ,0,4.2,1008,16.9,0,23,0,230,0,38, , , , , , ,89
23-Dec-04,0,12,0,7, , ,0,2,1002.7,18.1,0,27,0,240,0,40, , , , , , ,97
24-Dec-04,0,7.1,0,0.7, , ,0,8.2,993.6,12.4,0,21,0,250,0,33, , , , , , ,124
25-Dec-04,0,3,0,-0.4, , ,0,12.5,996.2,9.4,0,18,0,300,0,30, , , , , , ,142
26-Dec-04,0,5.5,0,0.5, , ,0,0.5,1011,6.4,0,14,0,300,0,21, , , , , , ,275
27-Dec-04,0,10.1,0,2, , ,0,7,1004.7,12.4,0,27,0,270,0,37, , , , , , ,33
28-Dec-04,0,6.8,0,0.5, , ,0,0.3,1007.9,11.6,0,18,0,250,0,25, , , , , , ,251
29-Dec-04,4, ,4, , , ,8, , , ,0,17,0,230,0,27, , , , , , , 
30-Dec-04,0,12.2,0,6.9, , ,0,6.7,1014.8,15.1,0,23,0,230,0,37, , , , , , ,58
31-Dec-04,0,8.4,0,1.5, , ,0,1,1015.8,6.8,0,14,0,210,0,20, , , , , , ,149
01-Jan-05,0,9.4,0,1.4, , ,0,11.6,1005.8,14.6,0,27,0,240,0,43, , , , , , ,116
02-Jan-05,0,7.8,0,1.6, , ,0,0.5,1017.4,12.1,0,18,0,240,0,31, , , , , , ,283
03-Jan-05,0,10,0,6, , ,0,0.5,1015.5,12.9,0,22,0,180,0,32, , , , , , ,109
04-Jan-05,0,10.9,0,3.1, , ,0,3.7,1008.6,13.5,0,23,0,190,0,35, , , , , , ,297
05-Jan-05,0,9,0,2, , ,0,10,1008.8,13.5,0,24,0,200,0,36, , , , , , ,125
06-Jan-05,0,11.9,0,1.9, , ,0,3.5,1008.8,16.3,0,26,0,220,0,39, , , , , , ,76
07-Jan-05,0,12.7,0,7.9, , ,0,34.4,990.8,12.6,0,28,0,220,0,41, , , , , , ,52
08-Jan-05,0,9.7,0,0.4, , ,0,8.2,990.2,19.1,0,40,0,230,0,61, , , , , , ,301
09-Jan-05,0,13.2,0,7, , ,0,6.2,995.8,16.2,0,29,0,200,0,42, , , , , , ,53
10-Jan-05,0,11.7,0,5.8, , ,0,0.9,995.6,13.9,0,31,0,210,0,45, , , , , , ,267
11-Jan-05,0,10.7,0,0.9, , ,0,5.3,993.9,20.1,0,35,0,210,0,61, , , , , , ,203
12-Jan-05,0,6.5,0,0.3, , ,0,3.7,1009,15.3,0,27,0,230,0,40, , , , , , ,324
13-Jan-05,0,7.4,0,-1.1, , ,0,0.1,1017.8,7.5,0,14,0,130,0,19, , , , , , ,368
14-Jan-05,0,11.5,0,6.2, , ,0,0,1008.8,12.1,0,18,0,140,0,27, , , , , , ,56
15-Jan-05,0,12.2,0,7.4, , ,0,2,1005,12.7,0,16,0,150,0,26, , , , , , ,80
16-Jan-05,0,9.7,0,6.1, , ,0,3.9,1005.3,11.3,0,21,0,210,0,28, , , , , , ,289
17-Jan-05,0,8.5,0,-0.2, , ,0,5.1,995.5,13.2,0,24,0,250,0,38, , , , , , ,208
18-Jan-05,0,6,0,-1.4, , ,0,8.2,996.5,16.1,0,31,0,260,0,50, , , , , , ,266
19-Jan-05,0,11.4,0,4.5, , ,0,6.3,1005.8,15.7,0,25,0,260,0,37, , , , , , ,129
20-Jan-05,0,11.5,0,5.1, , ,0,2.2,1007.2,18.5,0,26,0,250,0,40, , , , , , ,82
21-Jan-05,0,5.5,0,3.2, , ,0,5.7,1012.7,5.6,0,16,0,280,0,24, , , , , , ,107
22-Jan-05,0,4.8,0,-0.1, , ,0,8.9,1017.3,9.5,0,19,0,40,0,29, , , , , , ,59
23-Jan-05,0,4.1,0,-2.7, , ,0,0,1029.5,6.2,0,11,0,10,0,14, , , , , , ,449
24-Jan-05,0,6.1,0,0.2, , ,0,0.1,1034.8,6.5,0,10,0,320,0,15, , , , , , ,208
25-Jan-05,0,8.6,0,1.6, , ,0,0.6,1033.7,7.7,0,14,0,340,0,21, , , , , , ,163
26-Jan-05,0,8.9,0,7, , ,0,0.2,1034.1,7.4,0,13,0,20,0,18, , , , , , ,127
27-Jan-05,0,7.6,0,4.8, , ,0,0.1,1030.6,8.3,0,16,0,0,0,20, , , , , , ,158
28-Jan-05,0,9.6,0,6.1, , ,0,0,1026.7,11,0,20,0,340,0,28, , , , , , ,367
29-Jan-05,0,9.7,0,5.1, , ,0,0,1028.7,5.8,0,10,0,340,0,15, , , , , , ,223
30-Jan-05,0,8.1,0,6.1, , ,0,0,1032.9,7.7,0,12,0,280,0,17, , , , , , ,233
31-Jan-05,0,10.6,0,5.8, , ,0,0,1034.7,9.7,0,15,0,310,0,20, , , , , , ,293
01-Feb-05,0,8.4,0,5.3, , ,0,0,1035.9,7.9,0,13,0,310,0,18, , , , , , ,198
02-Feb-05,0,11.1,0,4.3, , ,0,0.4,1035.6,6.4,0,11,0,260,0,15, , , , , , ,327
03-Feb-05,0,8,0,3.2, , ,0,0.1,1030,8,0,13,0,220,0,18, , , , , , ,147
04-Feb-05,0,8.7,0,2.1, , ,0,6.5,1017.2,11.7,0,19,0,180,0,29, , , , , , ,152
05-Feb-05,0,7,0,-1.3, , ,0,0.1,1012.2,5.1,0,11,0,310,0,16, , , , , , ,618
06-Feb-05,0,7.1,0,-1.4, , ,0,0,1016.8,5.3,0,12,0,0,0,14, , , , , , ,473
07-Feb-05,0,6.6,0,-3, , ,0,0,1013.5,8.2,0,16,0,170,0,25, , , , , , ,470
08-Feb-05,0,9.1,0,4.8, , ,0,1,1012.1,9.8,0,17,0,210,0,26, , , , , , ,460
09-Feb-05,0,9.9,0,7.2, , ,0,4.2,1011,16.2,0,22,0,220,0,33, , , , , , ,204
10-Feb-05,0,9.3,0,2.8, , ,0,0.1,1012.5,6.5,0,18,0,270,0,29, , , , , , ,618
11-Feb-05,0,11.7,0,0.7, , ,0,4.2,1006.9,9.2,0,20,0,230,0,28, , , , , , ,141
12-Feb-05,0,11.5,0,5, , ,0,2.4,1005.2,18.5,0,28,0,290,0,44, , , , , , ,564
13-Feb-05,0,6.6,0,2.5, , ,0,1.6,1018.1,17.3,0,27,0,290,0,44, , , , , , ,723
14-Feb-05,0,7.3,0,2.6, , ,0,0.2,1023.6,7.3,0,14,0,300,0,20, , , , , , ,340
15-Feb-05,0,8.8,0,-0.8, , ,0,0,1024.1,2.5,0,6,0,310,0,8, , , , , , ,688
16-Feb-05,0,10.1,0,2.8, , ,0,0.2,1024,5.7,0,10,0,270,0,15, , , , , , ,339
17-Feb-05,0,9.3,0,5, , ,0,0.1,1024.7,5.6,0,11,0,310,0,16, , , , , , ,530
18-Feb-05,0,9.4,0,5.3, , ,0,0.6,1021.3,11,0,21,0,320,0,33, , , , , , ,503
19-Feb-05,0,8,0,1.1, , ,0,0.1,1022,8.3,0,15,0,320,0,23, , , , , , ,528
20-Feb-05,0,5.6,0,0.9, , ,0,0.1,1020.4,6.8,0,17,0,330,0,24, , , , , , ,464
21-Feb-05,0,6.7,0,-0.5, , ,0,2.9,1013.5,7.7,0,16,0,80,0,22, , , , , , ,249
22-Feb-05,0,6,0,-0.5, , ,0,0,1017.5,9.7,0,16,0,50,0,22, , , , , , ,687
23-Feb-05,0,4.9,0,-1.8, , ,0,0.8,1017.6,6.3,0,15,0,70,0,24, , , , , , ,777
24-Feb-05,0,4,0,-2.3, , ,0,0,1019.5,9.3,0,15,0,30,0,21, , , , , , ,614
25-Feb-05,0,6.4,0,0.4, , ,0,0,1020.7,9,0,14,0,20,0,22, , , , , , ,402
26-Feb-05,0,8.3,0,-1.2, , ,0,0,1022.1,7.1,0,14,0,10,0,20, , , , , , ,668
27-Feb-05,0,6.5,0,1.2, , ,0,0,1026.2,5.1,0,11,0,50,0,15, , , , , , ,485
28-Feb-05,0,7.5,0,0.8, , ,0,0.1,1016.7,7.2,0,12,0,250,0,18, , , , , , ,622
01-Mar-05,0,6.4,0,-0.1, , ,0,2.1,1003.1,7.9,0,15,0,350,0,22, , , , , , ,656
02-Mar-05,0,7,0,-2.2, , ,0,0,1008.3,9.9,0,19,0,0,0,27, , , , , , ,1084
03-Mar-05,0,7.3,0,-2.2, , ,0,0,1017.1,6.6,0,12,0,250,0,17, , , , , , ,663
04-Mar-05,0,9.8,0,3.7, , ,0,1.4,1014.2,10.1,0,18,0,330,0,30, , , , , , ,694
05-Mar-05,0,8.1,0,0.6, , ,0,0.2,1018.7,10.1,0,20,0,350,0,30, , , , , , ,690
06-Mar-05,0,9.1,0,-3, , ,0,0,1026,3.3,0,7,0,290,0,10, , , , , , ,998
07-Mar-05,0,9.8,0,-1.3, , ,0,0,1029,4.8,0,11,0,330,0,15, , , , , , ,860
08-Mar-05,0,8.9,0,1.8, , ,0,0,1030.9,6.1,0,10,0,320,0,14, , , , , , ,383
09-Mar-05,0,8.9,0,4.6, , ,0,0,1031.6,5.4,0,11,0,340,0,16, , , , , , ,437
10-Mar-05,0,11,0,3.2, , ,0,0.9,1026.1,8,0,13,0,260,0,17, , , , , , ,777
11-Mar-05,0,9.2,0,3.8, , ,0,1.6,1016.1,12.1,0,23,0,280,0,31, , , , , , ,569
12-Mar-05,0,7.5,0,-0.5, , ,0,0.3,1011.1,7.6,0,17,0,330,0,26, , , , , , ,1015
13-Mar-05,0,6.6,0,-1.7, , ,0,1.8,1007.5,3.1,0,7,0,220,0,11, , , , , , ,504
14-Mar-05,0,10.3,0,0.2, , ,0,8.4,999.5,7.9,0,16,0,220,0,23, , , , , , ,290
15-Mar-05,0,14.1,0,8.8, , ,0,1.8,997.5,13.6,0,19,0,190,0,30, , , , , , ,393
16-Mar-05,0,14.7,0,11.1, , ,0,4.2,1000.1,17.1,0,22,0,210,0,34, , , , , , ,469
17-Mar-05,0,14.2,0,11.6, , ,0,1.8,1010.3,16.6,0,23,0,220,0,33, , , , , , ,546
18-Mar-05,0,15.8,0,7, , ,0,0.2,1018.6,8.3,0,14,0,240,0,23, , , , , , ,730
19-Mar-05,0,18.9,0,3.9, , ,0,0.2,1017.2,7.1,0,15,0,100,0,20, , , , , , ,1357
20-Mar-05,0,16.5,0,5.8, , ,0,4.4,1007.8,9.7,0,19,0,120,0,25, , , , , , ,936
21-Mar-05,0,11.2,0,8.7, , ,0,24.6,993.9,5.9,0,14,0,120,0,18, , , , , , ,204
22-Mar-05,0,13.6,0,8.5, , ,0,1.8,989.6,13,0,19,0,200,0,28, , , , , , ,516
23-Mar-05,0,14,0,7.6, , ,0,0.6,998.3,12.9,0,21,0,130,0,29, , , , , , ,924
24-Mar-05,0,13.8,0,8.9, , ,0,4.4,1000.3,11.4,0,18,0,160,0,25, , , , , , ,781
25-Mar-05,0,16.6,0,4.9, , ,0,0,1006.8,5.9,0,11,0,160,0,16, , , , , , ,1037
26-Mar-05,0,15,0,6.1, , ,0,0.2,1005.8,7.2,0,12,0,40,0,17, , , , , , ,1021
27-Mar-05,0,9.7,0,4.9, , ,0,0,1005.8,4.9,0,9,0,40,0,13, , , , , , ,296
28-Mar-05,0,10.4,0,5.2, , ,0,2.8,1006.1,5.3,0,9,0,30,0,12, , , , , , ,338
29-Mar-05,0,11,0,6.2, , ,0,10.8,1007.6,6,0,11,0,70,0,14, , , , , , ,504
30-Mar-05,0,11.5,0,2.4, , ,0,4.2,1013.8,3.7,0,8,0,30,0,12, , , , , , ,607
31-Mar-05,0,12.2,0,2, , ,0,2.6,1014.8,7.5,0,14,0,170,0,19, , , , , , ,871
01-Apr-05,0,15.2,0,8.2, , ,0,6.8,1012.2,8.1,0,12,0,160,0,18, , , , , , ,634
02-Apr-05,0,16.6,0,5.6, , ,0,0,1011.5,6.1,0,13,0,110,0,19, , , , , , ,1657
03-Apr-05,0,11.7,0,2.6, , ,0,0,1009.2,5.5,0,13,0,290,0,18, , , , , , ,677
04-Apr-05,0,9.6,0,1.2, , ,0,1.8,1012.8,11.2,0,22,0,230,0,30, , , , , , ,1575
05-Apr-05,0,10.4,0,4.8, , ,0,7.5,1006.8,11,0,17,0,170,0,27, , , , , , ,879
06-Apr-05,0,9,0,0.3, , ,0,11.2,994.4,13,0,23,0,250,0,34, , , , , , ,1287
07-Apr-05,0,9.1,0,0.9, , ,0,6.1,1000.6,14.1,0,24,0,330,0,40, , , , , , ,1160
08-Apr-05,0,7.3,0,0.2, , ,0,0.1,1017.3,11,0,20,0,340,0,29, , , , , , ,1721
09-Apr-05,0,10.8,0,2.6, , ,0,0.5,1021.8,11.3,0,18,0,260,0,26, , , , , , ,988
10-Apr-05,0,13.7,0,7, , ,0,0,1022.3,10,0,15,0,260,0,22, , , , , , ,1293
11-Apr-05,0,14.9,0,8.4, , ,0,1.9,1020.7,13,0,23,0,220,0,33, , , , , , ,1138
12-Apr-05,0,11.6,0,4, , ,0,1.1,1013.8,7.2,0,18,0,290,0,26, , , , , , ,1200
13-Apr-05,0,10.6,0,2.3, , ,0,7,1001.6,7.9,0,17,0,180,0,27, , , , , , ,787
14-Apr-05,0,10.9,0,0.4, , ,0,1.3,999.7,8.7,0,19,0,10,0,27, , , , , , ,1033
15-Apr-05,0,11.1,0,0.9, , ,0,0,1008.4,11.2,0,19,0,10,0,27, , , , , , ,1769
16-Apr-05,0,9.2,0,0.5, , ,0,0,1004.6,6.7,0,11,0,150,0,16, , , , , , ,1278
17-Apr-05,0,11.3,0,3.7, , ,0,21.5,989.7,11.7,0,22,0,140,0,30, , , , , , ,490
18-Apr-05,0,9.9,0,1.2, , ,0,1.1,990.5,6.1,0,16,0,260,0,23, , , , , , ,969
19-Apr-05,0,12.9,0,-1.9, , ,0,0.1,1002.4,4.7,0,16,0,0,0,22, , , , , , ,1737
20-Apr-05,0,9.5,0,0.9, , ,0,0,1011.7,6.6,0,14,0,80,0,18, , , , , , ,739
21-Apr-05,0,14.2,0,2.3, , ,0,0,1011.7,6.2,0,11,0,130,0,15, , , , , , ,1540
22-Apr-05,0,14.2,0,4.5, , ,0,0.6,1005.1,11.9,0,18,0,90,0,25, , , , , , ,1190
23-Apr-05,0,12.5,0,8.2, , ,0,0.5,1003.4,9.1,0,14,0,60,0,19, , , , , , ,515
24-Apr-05,0,14.7,0,3.7, , ,0,0,1005.5,7.5,0,11,0,100,0,15, , , , , , ,1385
25-Apr-05,0,15.9,0,2, , ,0,0.3,1003.2,7.9,0,16,0,90,0,23, , , , , , ,1993
26-Apr-05,0,15.7,0,4.9, , ,0,5.4,998.8,7.5,0,16,0,160,0,27, , , , , , ,1316
27-Apr-05,0,13.3,0,2.4, , ,0,7.2,1000.5,8.4,0,15,0,180,0,22, , , , , , ,1618
28-Apr-05,0,13.9,0,6.7, , ,0,6.3,996.1,16.9,0,28,0,200,0,42, , , , , , ,1129
29-Apr-05,0,16.2,0,6, , ,0,0,1007.8,8,0,14,0,200,0,20, , , , , , ,2257
30-Apr-05,0,12.1,0,7, , ,0,5,1005.1,5.5,0,13,0,90,0,16, , , , , , ,497
01-May-05,0,17.2,0,9.4, , ,0,1.3,997.2,11.1,0,19,0,170,0,27, , , , , , ,1498
02-May-05,0,17.6,0,8.2, , ,0,6.8,997.9,7.2,0,16,0,180,0,22, , , , , , ,1535
03-May-05,0,14.2,0,7.6, , ,0,0.2,1007.9,9,0,20,0,310,0,27, , , , , , ,989
04-May-05,0,13.1,0,5.6, , ,0,0,1020,9,0,19,0,350,0,27, , , , , , ,1710
05-May-05,0,13.6,0,7.9, , ,0,2.6,1019.6,11.1,0,18,0,260,0,27, , , , , , ,988
