date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
20-Aug-08,0,18.4,0,12.3,0,11.4,0,0.8,1003,15.94
21-Aug-08,0,17,0,9.7,0,5.4,0,0.7,1009.2,16.115
22-Aug-08,0,16.5,0,11.1,0,7.8,0,0,1013.7,15.783
23-Aug-08,0,16.2,0,10.3,0,7.2,0,8.8,1003.9,14.835
24-Aug-08,0,18,0,11.4,0,8.3,0,0.1,997.6,15.302
25-Aug-08,0,18.9,0,11,0,14.5,0,2.5,1000.9,16.15
26-Aug-08,0,17.2,0,11.8,0,6.1,0,0.9,1009,15.472
27-Aug-08,0,18.3,0,15.1,0,14.5,0,0.2,1013.2,16.22
28-Aug-08,0,18.9,0,14.6,0,14.5,0,1.2,1015.1,16.808
29-Aug-08,0,19.1,0,13.6,0,11.8,0,0.2,1012.9,16.82
30-Aug-08,0,17.2,0,12.3,0,13.7,0,3,1007.7,16.847
31-Aug-08,0,17.1,0,10.4,0,8.9,0,3.7,1004.2,16.265
01-Sept-08,0,16.3,0,8.3,0,3.3,0,1.3,998,15.395
02-Sept-08,0,15.1,0,9.2,0,5.3,0,6.2,992.4,14.443
03-Sept-08,0,14.7,0,8.6,0,7.7,0,12.2,987,13.665
04-Sept-08,0,16,0,6.4,0,6,0,4.2,990.7,14.182
05-Sept-08,0,13.9,0,5,0,0.1,0,3.1,989.9,12.675
06-Sept-08,0,16.9,0,9.3,0,11.1,0,0,998.7,13.745
07-Sept-08,0,16.1,0,8.7,0,5,0,0,1006.2,13.847
08-Sept-08,0,17.8,0,8.6,0,6.3,0,2.6,1004.5,14.485
09-Sept-08,0,16.5,0,10.5,0,11.4,0,17.2,994,13.977
10-Sept-08,0,16.6,0,8.3,0,3.7,0,11.8,990.4,12.812
11-Sept-08,0,15.9,0,10.5,0,10.1,0,4.3,992.2,13.802
12-Sept-08,0,16.2,0,5.5,0,3.9,0,0.9,1008,14.227
13-Sept-08,0,15.9,0,4,0,1.3,0,1.3,1014.2,13.247
14-Sept-08,0,14.4,0,12.1,0,12.4,0,31.4,1016.9,14.08
15-Sept-08,0,15.1,0,11.7,0,11.1,0,1.4,1018.8,14.023
16-Sept-08,0,15.3,0,6,0,9.2,0,0.1,1020.5,14.122
17-Sept-08,0,16.2,0,2.5,0,-1.2,0,0.1,1019.1,12.783
18-Sept-08,0,14.4,0,6.9,0,4,0,3.1,1016.5,12.68
19-Sept-08,0,16.9,0,12,0,11.2,0,0.1,1019.9,13.782
20-Sept-08,0,19.1,0,10.5,0,12.5,0,0,1022.2,15.068
21-Sept-08,0,16.8,0,6.7,0,2,0,0,1023.8,13.71
22-Sept-08,0,15.4,0,1.9,0,-2.5,0,0,1028.1,11.932
23-Sept-08,0,17.5,0,0.1,0,-2.2,0,0,1026.8,11.615
24-Sept-08,0,16.1,0,1.1,0,-1.6,0,0,1026.6,11.415
25-Sept-08,0,16.8,0,6.6,0,1.4,0,0,1029,12.345
26-Sept-08,0,16.9,0,7.9,0,3.7,0,0,1028.4,12.932
27-Sept-08,0,15.2,0,4.6,0,2.7,0,0.8,1025.7,12.78
28-Sept-08,0,13.8,0,1.3,0,-1.3,0,0.5,1023.4,11.335
29-Sept-08,0,13.5,0,9.2,0,5.4,0,8.4,1013.4,11.667
30-Sept-08,0,13.7,0,9.8,0,10.3,0,7.3,1000.3,12.055
01-Oct-08,0,11.7,0,4.4,0,5.2,0,6.4,997.4,11.025
02-Oct-08,0,11.9,0,4.4,0,-0.2,0,5,1007.2,9.775
03-Oct-08,0,10.3,0,3.9,0,-0.7,0,4.2,1012.9,9.63
04-Oct-08,0,14.5,0,7.1,0,4.2,0,14,999.4,10.57
05-Oct-08,0,12.6,0,1.9,0,-3,0,0,998.2,10.038
06-Oct-08,0,16.2,0,4,0,-2.8,0,4,996.8,10.2
07-Oct-08,0,13.8,0,6.9,0,9.9,0,11.9,997.7,11.562
08-Oct-08,0,15.4,0,2.6,0,-1.6,0,0.1,1012.2,10.2
09-Oct-08,0,14.5,0,8,0,0.3,0,8.3,1014.2,10.41
10-Oct-08,0,16.2,0,10.6,0,10.3,0,18.8,1011.3,12.69
11-Oct-08,0,15.4,0,3.2,0,2.1,0,0.2,1017.1,11.753
12-Oct-08,0,14.8,0,1.7,0,-1.1,0,0.1,1014,10.53
13-Oct-08,0,14.4,0,5,0,6,0,1.7,1010.1,11.673
14-Oct-08,0,12.5,0,2.5,0,-1.7,0,1,1011.6,10.262
15-Oct-08,0,12.6,0,4,0,-1.4,0,2.8,1007.7,9.86
16-Oct-08,0,11.9,0,5.3,0,2.8,0,4.5,1012.4,9.505
17-Oct-08,0,11.5,0,4,0,-0.5,0,1.1,1012.8,9.427
18-Oct-08,0,14.5,0,8.5,0,3.1,0,1.7,1008.5,10.618
19-Oct-08,0,15.8,0,10.9,0,7,0,2.2,997.7,11.19
20-Oct-08,0,13.1,0,5.3,0,7,0,8,991.8,10.913
21-Oct-08,0,10.4,0,3.8,0,1.4,0,2.3,1002.5,8.972
22-Oct-08,0,12.2,0,4.5,0,0,0,2.9,1008.5,8.827
23-Oct-08,0,15.3,0,5.9,0,7.8,0,8.2,996.8,10.493
24-Oct-08,0,11.9,0,3.2,0,-0.8,0,1.1,1010.2,8.733
25-Oct-08,0,14.4,0,9.4,0,4.7,0,15.2,1009,9.873
26-Oct-08,0,10.5,0,4.7,0,0.9,0,3.1,1007,9.483
27-Oct-08,0,8.9,0,2.5,0,-0.3,0,10,1009.5,7.568
28-Oct-08,0,6.7,0,1,0,-1.2,0,6.3,1012,6.878
29-Oct-08,0,9.4,0,0.5,0,-3,0,19.8,1000.1,6.204
30-Oct-08,0,8,0,2.4,0,-2.3,0,0,999.8,6.045
31-Oct-08,0,9.6,0,-0.8,0,-5.5,0,0,1012.3,5.244
01-Nov-08,0,8.5,0,-1.7,0,-7.2,0,0,1014.8,4.844
02-Nov-08,0,12.4,0,2.1,0,-3.2,0,0.2,1017.8,6.723
03-Nov-08,0,12.5,0,1,0,-1.1,0,0.1,1017.5,7.573
04-Nov-08,0,9.7,0,4.8,0,-0.1,0,0,1017.7,7.563
05-Nov-08,0,10.8,0,7.7,0,7.2,0,1.2,1016.3,8.622
06-Nov-08,0,10.7,0,7.9,0,6.9,0,2.2,1003,8.845
07-Nov-08,0,8,0,5.1,0,2.9,0,15.5,989.3,8.182
08-Nov-08,0,10.5,0,3.8,0,5,0,12.8,986.7,7.868
09-Nov-08,0,6.1,0,0.9,0,-0.2,0,7.6,988,5.977
10-Nov-08,0,9.6,0,3.3,0,-0.7,0,15.2,986.3,5.796
11-Nov-08,0,9.8,0,6,0,4.5,0,3.5,999.3,6.534
12-Nov-08,0,11,0,4.6,0,0.9,0,0.4,1012.3,6.862
13-Nov-08,0,13.4,0,9.7,0,5.6,0,8.9,1013,8.895
14-Nov-08,0,13.6,0,11.2,0,10.8,0,4.1,1014,10.225
15-Nov-08,0,12.4,0,7.9,0,7.6,0,1,1018.5,9.818
16-Nov-08,0,9.9,0,7.3,0,6.7,0,3.7,1026.6,9.158
17-Nov-08,0,11.5,0,7.2,0,6.9,0,8.2,1019.1,9.34
18-Nov-08,0,11.3,0,8.2,0,7.2,0,2.3,1018.7,9.363
19-Nov-08,0,11.9,0,5,0,-0.5,0,1.7,1020.4,8.97
20-Nov-08,0,11.6,0,9.4,0,8.4,0,1.6,1017.3,9.935
21-Nov-08,0,9.9,0,7.9,0,6.6,0,1.3,1018.6,9.057
22-Nov-08,0,9.8,0,7.4,0,6.1,0,7.9,1014.3,8.8
23-Nov-08,0,11.1,0,4.3,0,5.3,0,9.2,999.5,8.103
24-Nov-08,0,8.7,0,4.9,0,2.1,0,3,1006.5,6.874
25-Nov-08,0,10.8,0,3.7,0,-1.1,0,4.2,1023.4,6.48
26-Nov-08,0,10.9,0,9.2,0,3.5,0,0.6,1016.8,8.703
27-Nov-08,0,9.6,0,1.4,0,1.9,0,3.5,1001.3,7.726
28-Nov-08,0,4.8,0,-1.9,0,-6.7,0,1.2,992.5,5.002
29-Nov-08,0,5.9,0,-1.4,0,-5.8,0,0.6,993.8,4.211
30-Nov-08,0,6.3,0,-2.5,0,-7.3,0,0.4,1000.2,3.567
01-Dec-08,0,6.8,0,0.3,0,-6.3,0,4.2,1007,3.171
02-Dec-08,0,5.9,0,-1.1,0,-4.6,0,4.4,1000.8,4.079
03-Dec-08,0,5.9,0,-4.6,0,-10.1,0,13.1,987.6,2.714
04-Dec-08,0,6.8,0,3,0,-9.5,0,4.4,971.8,4.316
05-Dec-08,0,8.9,0,0.3,0,-0.8,0,3.1,988.2,4.399
06-Dec-08,0,5.7,0,-3.7,0,-9,0,0,1011.8,2.332
07-Dec-08,0,7.7,0,-4,0,-8.8,0,0,1017.2,2.079
08-Dec-08,0,8,0,4.3,0,-0.1,0,6.8,1017.2,4.424
09-Dec-08,0,7.3,0,0.8,0,-0.4,0,3.3,1023,4.065
10-Dec-08,0,7,0,-1.6,0,-6.4,0,2.6,1017.6,3.843
11-Dec-08,0,7.2,0,3.9,0,1,0,4.5,1007.6,5.237
12-Dec-08,0,9.4,0,3.3,0,1.3,0,15.6,993,5.389
13-Dec-08,0,4.6,0,-0.5,0,-5.5,0,5,984.7,4.415
14-Dec-08,0,6.1,0,-2.3,0,-3.8,0,7.8,999.7,3.654
15-Dec-08,0,9.9,0,-2.5,0,-8,0,2.5,1013.4,3.081
16-Dec-08,0,10.8,0,2.9,0,1.7,0,3.7,1003.4,6.259
17-Dec-08,0,11,0,1.1,0,-2.4,0,1.1,1005.1,4.702
18-Dec-08,0,11.7,0,3.4,0,0.8,0,6.6,1008.5,6.755
19-Dec-08,0,11.6,0,1.4,0,-1.8,0,8.2,1009,5.64
20-Dec-08,0,12,0,6.6,0,4.6,0,6.3,1015.4,7.409
21-Dec-08,0,12.4,0,9.1,0,6.3,0,2.8,1020.2,8.71
22-Dec-08,0,10.9,0,6.5,0,7.1,0,0.1,1025.9,8.485
23-Dec-08,0,9.4,0,6.4,0,5.4,0,0,1027.7,7.65
24-Dec-08,0,8.6,0,6,0,5.4,0,0,1029.1,7.425
25-Dec-08,0,7.4,0,5.1,0,4.4,0,0,1030.5,6.807
26-Dec-08,0,6.1,0,2.9,0,0.7,0,0,1033.7,6.233
27-Dec-08,0,6,0,-3.7,0,-9.5,0,0,1032.1,3.474
28-Dec-08,0,5.3,0,-3.7,0,-9,0,0,1026.7,1.882
29-Dec-08,0,2.2,0,-5.6,0,-10.6,0,0,1022.8,1.375
30-Dec-08,0,4,0,1.1,0,-10.1,0,0,1021.8,1.795
31-Dec-08,0,6.1,0,0.7,0,-1.6,0,0,1022.3,2.709
01-Jan-09,0,1.8,0,-2.1,0,-8.8,0,0,1024.4,1.65
02-Jan-09,0,4.6,0,0.2,0,-6.8,0,0,1026.3,2.112
03-Jan-09,0,3.2,0,0.6,0,-3.8,0,0,1024.6,2.617
04-Jan-09,0,4.3,0,0,0,-1.6,0,0.6,1019.5,3.24
05-Jan-09,0,4.7,0,-3.6,0,-0.4,0,0,1021.2,3.463
06-Jan-09,0,2.3,0,-7.4,0,-12,0,0,1023.9,1.322
07-Jan-09,0,1.7,0,-6.7,0,-11.1,0,0,1022.4,0.797
08-Jan-09,0,1.9,0,-2.8,0,-6.1,0,0,1021.4,0.848
09-Jan-09,0,6.1,0,-3.6,0,-8.7,0,0,1016.5,0.838
10-Jan-09,0,9.3,0,2,0,-7.7,0,1.7,1007.7,2.296
11-Jan-09,0,12.3,0,8.6,0,4,0,9.4,996.4,6.512
12-Jan-09,0,9.5,0,1.2,0,-0.7,0,1.3,995.3,5.913
13-Jan-09,0,7.5,0,-1.8,0,-2.9,0,0,1002.6,3.873
14-Jan-09,0,11,0,-1.2,0,-6.9,0,9.6,996,3.992
15-Jan-09,0,10.7,0,3.2,0,2.5,0,0.9,991.6,6.649
16-Jan-09,0,9.7,0,3.8,0,-1.7,0,1.3,992.9,5.15
17-Jan-09,0,7.3,0,1,0,-0.6,0,13.4,981.5,4.444
18-Jan-09,0,5.3,0,0.6,0,-1.1,0,6.9,978,3.112
19-Jan-09,0,4.4,0,0.7,0,-2,0,5.2,970.1,2.664
20-Jan-09,0,4.8,0,0,0,-1.6,0,18.7,980.3,2.569
21-Jan-09,0,9.7,0,0.6,0,-4.3,0,9.2,978.2,2.476
22-Jan-09,0,10.1,0,2.2,0,-0.7,0,4.1,971.2,4.119
23-Jan-09,0,6.5,0,0,0,-2.2,0,1.3,973.2,2.735
24-Jan-09,0,5.1,0,-0.6,0,-5.5,0,4.6,973.2,1.996
25-Jan-09,0,7.6,0,1.8,0,-4.9,0,21.4,971.6,3.505
26-Jan-09,0,8.8,0,2.6,0,-1.1,0,2,990.1,4.192
27-Jan-09,0,9.2,0,2,0,-0.9,0,1.4,1001.2,5.299
28-Jan-09,0,9,0,2.6,0,-2.1,0,0,1005.2,4.859
29-Jan-09,0,9.1,0,4.8,0,3,0,3.8,998.2,5.283
30-Jan-09,0,10.8,0,5.6,0,6.4,0,19.5,994.1,6.87
31-Jan-09,0,6.9,0,5.5,0,4.7,0,15.9,1000,6.236
01-Feb-09,0,5.7,0,1.7,0,0.9,0,0.5,1007.3,5.17
02-Feb-09,0,4,0,-1.1,0,-6.1,0,0,1003.4,3.172
03-Feb-09,0,3.7,0,0.7,0,-2.3,0,0.7,990.4,2.91
04-Feb-09,0,5.4,0,1.2,0,-1.2,0,0,988.9,3.148
05-Feb-09,0,4.2,0,0.4,0,-1.6,0,0,993.7,2.812
06-Feb-09,0,4.7,0,-0.6,0,-8.2,0,1.4,995.7,2.002
07-Feb-09,0,5.1,0,-3.4,0,-7.6,0,0.7,999.3,2.131
08-Feb-09,0,6.6,0,-2.7,0,-8.1,0,5.5,995.5,1.486
09-Feb-09,0,4.8,0,-2.3,0,-5.4,0,0.1,991.4,1.9
10-Feb-09,0,7.9,0,-1.8,0,-7.7,0,0.9,1001.7,2.157
11-Feb-09,0,8.3,0,-2.5,0,-7.7,0,0.2,1015.7,2.623
12-Feb-09,0,11.4,0,2.4,0,-0.9,0,4.2,1020.3,4.417
13-Feb-09,0,10.3,0,2.1,0,-1.5,0,0.1,1020.2,5.507
14-Feb-09,0,10.4,0,4.3,0,2.3,0,1.3,1020.9,5.986
15-Feb-09,0,11,0,5,0,1.7,0,0,1021.9,6.702
16-Feb-09,0,10.6,0,4.1,0,-0.2,0,0,1022.3,6.114
17-Feb-09,0,10.2,0,-0.5,0,-5.4,0,0,1024.3,5.698
18-Feb-09,0,7.9,0,5,0,-2.8,0,0.7,1022.5,5.983
19-Feb-09,0,9.9,0,-1.3,0,4.2,0,3.3,1024.7,6.723
20-Feb-09,0,9.6,0,-2.8,0,-7,0,0,1027.7,4.631
21-Feb-09,0,12.1,0,0.5,0,-3.4,0,0,1027.3,5.664
22-Feb-09,0,10.2,0,7.6,0,5.7,0,0.6,1026.6,7.485
23-Feb-09,0,9.9,0,7.8,0,6.9,0,3.1,1024.8,7.997
24-Feb-09,0,9.8,0,4.5,0,0.1,0,0.2,1023.2,7.885
25-Feb-09,0,10.7,0,6,0,2.7,0,0.5,1021.7,7.419
26-Feb-09,0,10.8,0,6.3,0,4.7,0,0.7,1017.9,7.295
27-Feb-09,0,10.5,0,7.8,0,7,0,0.3,1011.3,8.185
28-Feb-09,0,11.7,0,6,0,6.2,0,4.1,1003.7,8.097
01-Mar-09,0,9,0,2.7,0,-0.4,0,2.1,1004.6,7.313
02-Mar-09,0,10.5,0,0.3,0,-3.8,0,3,1006.7,6.361
03-Mar-09,0,5.1,0,-0.4,0,0.1,0,5.4,989.5,5.535
04-Mar-09,0,5,0,-1.5,0,-5.1,0,2.5,978.6,4.265
05-Mar-09,0,8.2,0,-1.1,0,-6.3,0,4.8,991,4.57
06-Mar-09,0,10.3,0,-0.7,0,-4.5,0,2.1,999.2,5.22
07-Mar-09,0,11.8,0,2.9,0,3.5,0,6.8,995.3,6.849
08-Mar-09,0,6.2,0,0.4,0,-0.2,0,7.4,993.2,5.196
09-Mar-09,0,8.2,0,3.1,0,-0.1,0,8,1001,5.332
10-Mar-09,0,11.9,0,3.8,0,-0.7,0,1.9,1004.3,7.452
11-Mar-09,0,12.8,0,8.1,0,7.3,0,4,1011.1,8.868
12-Mar-09,0,11.6,0,1.9,0,3.9,0,0,1013,8.02
13-Mar-09,0,10.5,0,1.7,0,-2.1,0,1.5,1005.6,7.323
14-Mar-09,0,11.2,0,6.7,0,4.6,0,0.4,1010.1,7.67
15-Mar-09,0,10.7,0,3.9,0,-1.8,0,0,1023.3,6.985
16-Mar-09,0,10.6,0,5.8,0,6.5,0,2.7,1025.8,7.85
17-Mar-09,0,14.2,0,6.8,0,2.1,0,0,1027.6,8.635
18-Mar-09,0,16.3,0,1.5,0,-4.2,0,0,1025.2,8.279
19-Mar-09,0,15.2,0,-0.6,0,-5.7,0,0,1022.1,7.962
20-Mar-09,0,13.7,0,-0.3,0,-6.6,0,0,1023.8,7.709
21-Mar-09,0,11.6,0,0.6,0,-3.1,0,0,1029.7,8.08
22-Mar-09,0,11.4,0,6.4,0,2.9,0,0,1028.6,8.35
23-Mar-09,0,9.9,0,5.3,0,6.2,0,1,1020.8,8.015
24-Mar-09,0,11.9,0,0.2,0,-3.9,0,1.7,1012.1,7.05
25-Mar-09,0,10.5,0,6.7,0,4.6,0,2.4,1002.5,7.907
26-Mar-09,0,10.1,0,4.1,0,4,0,5.3,995.4,7.968
27-Mar-09,0,8.9,0,3.1,0,1.7,0,8.9,994.3,6.943
28-Mar-09,0,7.4,0,-0.1,0,1.4,0,0.9,1003.8,6.699
29-Mar-09,0,9.2,0,0.1,0,-4.2,0,2.1,1005.4,6.267
30-Mar-09,0,14.8,0,6.7,0,4.8,0,0,1012.1,8.28
31-Mar-09,0,13.9,0,6.6,0,1,0,0.4,1016.8,9.44
01-Apr-09,0,13.1,0,6.5,0,0,0,0,1017.5,9.852
02-Apr-09,0,16.4,0,2.6,0,-2.5,0,0,1014.8,9.792
03-Apr-09,0,10.7,0,4.6,0,-0.5,0,24.7,1008,8.488
04-Apr-09,0,11.7,0,4.9,0,4.7,0,4,1011,9.282
05-Apr-09,0,12.5,0,3.8,0,-0.9,0,0.3,1011.2,8.457
06-Apr-09,0,12.1,0,5.6,0,4.5,0,1.9,999.1,8.38
07-Apr-09,0,10.7,0,5.3,0,3.5,0,16.8,985.5,8.48
08-Apr-09,0,11.5,0,6,0,4,0,3.9,991.7,8.69
09-Apr-09,0,12.3,0,5.3,0,0.3,0,9.2,988.9,9.48
10-Apr-09,0,10.6,0,1.7,0,2.8,0,3,994.4,9.44
11-Apr-09,0,11.8,0,0.7,0,-4.4,0,2.3,1003.5,8.63
12-Apr-09,0,13.1,0,-1,0,-3.7,0,0,1006.4,8.807
13-Apr-09,0,10.1,0,7.3,0,6.1,0,6.7,1000.6,9.163
14-Apr-09,0,14.1,0,6.1,0,-0.4,0,1.6,1002.8,9.913
15-Apr-09,0,11.1,0,3.8,0,-1.5,0,0.6,1005.8,8.948
16-Apr-09,0,17.5,0,9.2,0,5.8,0,0,1005.8,10.312
17-Apr-09,0,13,0,6.8,0,3.5,0,0,1010.2,10.203
18-Apr-09,0,15.9,0,4.3,0,-1.3,0,0,1016.1,10.685
19-Apr-09,0,16.6,0,0.4,0,-4.3,0,0,1020.2,10.565
20-Apr-09,0,16.7,0,7,0,0.8,0,0.4,1021.8,11.285
21-Apr-09,0,13,0,1.7,0,4.6,0,1.9,1021.5,11.785
22-Apr-09,0,14.4,0,0.9,0,-3.2,0,1.9,1016.6,10.305
23-Apr-09,0,14.5,0,4.6,0,-0.5,0,7.7,1010.2,11.285
24-Apr-09,0,10.1,0,7,0,6.9,0,5.8,1005.6,10.972
25-Apr-09,0,13.7,0,6.6,0,6,0,1,1003.3,10.257
26-Apr-09,0,11,0,6.5,0,3.1,0,4.3,997.6,10.328
27-Apr-09,0,11.3,0,2.5,0,0.2,0,1.4,992.1,10.828
28-Apr-09,0,12.9,0,3.6,0,0.2,0,3,999,10.823
29-Apr-09,0,11.1,0,2.8,0,-0.3,0,7.3,998.4,9.783
30-Apr-09,0,14.1,0,7.2,0,6.4,0,1.8,1004.2,11.597
01-May-09,0,14.1,0,4.3,0,5.1,0,4.7,1012.7,11.685
02-May-09,0,14.1,0,1.6,0,-1.1,0,2.6,1020.8,11.31
03-May-09,0,11.9,0,3,0,-0.2,0,1.8,1024,10.87
04-May-09,0,13.6,0,8,0,6.9,0,5.6,1018.8,10.97
05-May-09,0,12.7,0,10,0,9.3,0,7.6,1012.8,11.052
06-May-09,0,13.6,0,4.8,0,10.1,0,10.9,1005.2,11.46
07-May-09,0,11.3,0,4.2,0,0,0,5,995.3,10.215
08-May-09,0,12.2,0,5.4,0,3.6,0,10.2,996.4,10.267
09-May-09,0,11.5,0,2.8,0,2.3,0,5.8,1006.8,10.562
10-May-09,0,14.4,0,-0.6,0,-2.9,0,0,1016.1,11.583
11-May-09,0,16.6,0,1.3,0,-2.2,0,0,1021.1,12.335
12-May-09,0,13.3,0,3,0,-2.2,0,0,1018.9,12.108
13-May-09,0,16.6,0,5.9,0,-1.1,0,1.1,1011.4,12.4
14-May-09,0,12.1,0,9.3,0,8.8,0,3.6,1004,12.182
15-May-09,0,11.7,0,6.5,0,8.2,0,6.5,996,11.398
16-May-09,0,12.1,0,5.2,0,-0.2,0,4.4,986.1,11.03
17-May-09,0,12.9,0,5.9,0,3.1,0,7.1,991.2,11.095
18-May-09,0,13.1,0,7.2,0,6.9,0,2.8,996.5,12.622
19-May-09,0,14.7,0,6.6,0,3.4,0,11.7,1004.4,13.307
20-May-09,0,13.1,0,4.5,0,0.1,0,6.4,1008.4,13
21-May-09,0,13,0,4.1,0,-0.2,0,5,1008.5,13.005
22-May-09,0,18.4,0,7.9,0,6.4,0,1.3,1007.3,14.275
23-May-09,0,13.3,0,7.8,0,9.5,0,9.6,1009.5,14.387
24-May-09,0,15.3,0,6.8,0,2.2,0,0,1013.1,13.523
25-May-09,0,13.2,0,5.5,0,11.5,0,4.7,1011.2,13.557
26-May-09,0,14.1,0,2.9,0,-1.4,0,1,1011,12.86
27-May-09,0,15.8,0,8.9,0,8.1,0,3.2,1011.7,13.057
28-May-09,0,17.1,0,11,0,11.7,0,0.1,1022.2,15.245
29-May-09,0,21,0,10.9,0,7.4,0,0,1021.8,15.675
30-May-09,0,22.1,0,11.8,0,6,0,0,1020.2,16.762
31-May-09,0,23.6,0,9.1,0,4.8,0,0,1023,18.25
01-Jun-09,0,24.8,0,6,0,2.1,0,0,1023.2,18.632
02-Jun-09,0,25.8,0,9.3,0,5.9,0,0,1023,19.938
03-Jun-09,0,19.4,0,8.2,0,3.7,0,0,1020,19.468
04-Jun-09,0,16.6,0,8.3,0,6.2,0,0,1015.4,18.8
05-Jun-09,0,14.5,0,3.6,0,-0.4,0,0,1009.6,16.597
06-Jun-09,0,13.5,0,6.1,0,1.4,0,0,1004.5,14.847
07-Jun-09,0,15.8,0,5.6,0,-0.3,0,0,1003.6,15.005
08-Jun-09,0,15.9,0,6.7,0,4.7,0,0,1005.2,15.627
09-Jun-09,0,16.3,0,3.2,0,-1.4,0,0,1007.3,14.715
10-Jun-09,0,14.2,0,7.5,0,2.4,0,0,1009.7,15.265
11-Jun-09,0,15,0,4.4,0,-1.4,0,0,1013.9,16.472
12-Jun-09,0,17.6,0,7.3,0,3.2,0,1,1012.5,15.685
13-Jun-09,0,19.4,0,7,0,2.9,0,10.4,1010.3,15.917
14-Jun-09,0,17.2,0,8.6,0,5.4,0,3.6,1011.7,16.455
15-Jun-09,0,17.8,0,9.1,0,7.2,0,1.9,1012.6,17.237
16-Jun-09,0,19.8,0,7.3,0,4.2,0,8.1,1011.7,17.333
17-Jun-09,0,15.9,0,7.8,0,11.9,0,12.5,1005.9,16.288
18-Jun-09,0,14.7,0,8.9,0,3.4,0,2.7,1009.7,15.075
19-Jun-09,0,15,0,10.2,0,8.2,0,2.1,1016.2,14.673
20-Jun-09,0,14.8,0,11.1,0,10.8,0,1.5,1021.4,15.225
21-Jun-09,0,15.5,0,11.5,0,11.9,0,2,1022.5,15.165
22-Jun-09,0,19.9,0,12.8,0,14.2,0,0.1,1024.3,18.155
23-Jun-09,0,24.5,0,11.5,0,9.1,0,0,1022.7,19.62
24-Jun-09,0,23.5,0,9.6,0,7.9,0,1.6,1017.3,19.462
25-Jun-09,0,21.3,0,6.8,0,4.4,0,0,1011.4,18.802
26-Jun-09,0,21.8,0,12.6,0,11.2,0,0.1,1008.7,18.295
27-Jun-09,0,23.9,0,13.3,0,10.8,0,0,1010.1,20.145
28-Jun-09,0,22.9,0,13.4,0,10.1,0,3.4,1009.5,20.225
29-Jun-09,0,22.1,0,14.7,0,13.3,0,0.1,1010.5,20.532
30-Jun-09,0,19.6,0,12.9,0,11.8,0,3.5,1014.2,18.653
01-Jul-09,0,22,0,15.4,0,15.6,0,8.7,1015.1,19.775
02-Jul-09,0,21.7,0,17,0,16.8,0,4.3,1010.6,19.715
03-Jul-09,0,21.2,0,14.6,0,16.2,0,8.7,1005,20.017
04-Jul-09,0,20,0,10.8,0,13.1,0,9.2,1001.7,18.57
05-Jul-09,0,18.9,0,10.8,0,10.3,0,8.1,998.1,17.7
06-Jul-09,0,18.2,0,11.7,0,11.7,0,2.7,999.2,17.945
07-Jul-09,0,16.9,0,12.8,0,13.8,0,5.1,1006.6,17.638
08-Jul-09,0,17.2,0,11.5,0,12.4,0,2,1013.2,17.745
09-Jul-09,0,17,0,11.3,0,9.9,0,0.1,1015.2,17.82
10-Jul-09,0,16.5,0,10.1,0,8.2,0,0,1011,17.355
11-Jul-09,0,18.1,0,14,0,13.9,0,5.2,997.5,17.073
12-Jul-09,0,18.2,0,10.8,0,12.2,0,1.4,993.7,17.26
13-Jul-09,0,17.3,0,10.5,0,7.7,0,15.7,996.8,16.365
14-Jul-09,0,19.9,0,7,0,4.3,0,8.6,997.9,17.085
15-Jul-09,0,17.9,0,11.1,0,10.7,0,1,1004.7,18.18
16-Jul-09,0,17.1,0,9.2,0,5.3,0,0.9,1011,17.413
17-Jul-09,0,17,0,11,0,9.2,0,0.8,1011.4,17.37
18-Jul-09,0,16,0,11.4,0,8.5,0,6.5,1007.2,17.19
19-Jul-09,0,16.7,0,9.9,0,6.6,0,2.9,1004.5,17.465
20-Jul-09,0,17.9,0,9.3,0,6.4,0,0,1004,16.757
21-Jul-09,0,20.2,0,11.3,0,8.3,0,10.5,994.3,16.21
22-Jul-09,0,18.6,0,8.4,0,5.1,0,1,988.4,16.535
23-Jul-09,0,15.3,0,11.4,0,12,0,21.6,994.2,16.062
24-Jul-09,0,17.4,0,7.9,0,8.4,0,0.4,1005.8,17.325
25-Jul-09,0,19,0,4.4,0,1.9,0,7.3,1009.7,16.495
26-Jul-09,0,18.3,0,12.6,0,11,0,9.4,1001.1,17.003
27-Jul-09,0,17.4,0,10.8,0,10.7,0,1.9,1001.2,17.045
28-Jul-09,0,16.1,0,11.5,0,8.6,0,2.9,1000.2,15.573
29-Jul-09,0,17.5,0,7.2,0,8.5,0,1.4,1003.6,15.997
30-Jul-09,0,18,0,7.4,0,4.1,0,0.2,1010.5,15.967
31-Jul-09,0,15.9,0,11.7,0,9.8,0,5.6,1005.2,15.163
01-Aug-09,0,14.8,0,11.5,0,11.6,0,2.3,999.8,14.785
02-Aug-09,0,16.7,0,9.1,0,5.4,0,3.4,1002.7,15.172
03-Aug-09,0,18.3,0,12.9,0,12.2,0,3.6,998.7,16.042
04-Aug-09,0,19.5,0,13.7,0,11.9,0,0.1,1000.2,17.022
05-Aug-09,0,19.3,0,12.2,0,11.5,0,0.3,1006.7,16.78
06-Aug-09,0,19,0,8.1,0,10.1,0,1,1013.7,16.535
