date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
07-May-05,0,11.5,0,6,4, ,0,2.4,1013.4,9.958
08-May-05,0,10.8,0,5,0,4.5,0,2.8,1014.8,9.835
09-May-05,0,11,0,3.2,0,1.7,0,1.7,1018.1,9.358
10-May-05,0,12.7,0,0.8,0,-0.2,0,0,1021.3,10.033
11-May-05,0,14.5,0,2.2,0,1.1,0,0,1020.9,11.068
12-May-05,0,14.9,0,2.6,0,1.6,0,0,1017.8,11.175
13-May-05,0,16,0,6.4,0,4.5,0,0,1019.5,11.453
14-May-05,0,16.8,0,4.1,0,1,0,0,1018.6,11.917
15-May-05,0,15.3,0,2.8,0,1.3,0,0,1015.9,12.145
16-May-05,0,13.1,0,5.6,0,7.7,0,0,1017.7,12.17
17-May-05,0,11.8,0,1.1,0,-1.1,0,0,1017.2,11.83
18-May-05,0,12.2,0,4.3,0,3.6,0,1.6,1006,11.43
19-May-05,0,16,0,9.7,0,7.8,0,3.9,996.6,11.93
20-May-05,0,14.7,0,5.9,0,9.1,0,6.1,995.5,12.193
21-May-05,0,15,0,4.2,0,1.7,0,2.8,997.2,11.485
22-May-05,0,11.4,0,1.2,0,0.8,0,10.2,996.7,10.855
23-May-05,0,12.1,0,5.6,0,3.3,0,9.3,998.4,10.592
24-May-05,0,14.5,0,7.3,0,7.1,0,0.5,1003.2,11.583
25-May-05,0,15.1,0,9.1,0,9.8,0,30.7,1004,12.042
26-May-05,0,16,0,7.1,0,5.4,0,0.1,1007.8,12.425
27-May-05,0,10.5,0,8.4,0,8.8,0,11.5,1003.6,11.427
28-May-05,0,12.6,0,6.6,0,9.8,0,7.2,1000.1,11.163
29-May-05,0,14,0,5,0,4,0,0.2,1014.7,11.595
30-May-05,0,13.9,0,2.9,0,3.3,0,0.1,1019.2,11.985
31-May-05,0,16.9,0,5.5,0,5.4,0,3.4,1017.1,13.032
01-Jun-05,0,17.1,0,12.6,0,12.2,0,5.7,1008.8,13.327
02-Jun-05,0,14.2,0,11.7,0,12.5,0,16.4,1001.2,13.108
03-Jun-05,0,16.9,0,10.8,0,9.3,0,4.3,998.1,13.285
04-Jun-05,0,14.4,0,10.1,0,10,0,1.7,1005.1,12.81
05-Jun-05,0,17.7,0,9.3,0,9.5,0,0.1,1012.2,13.945
06-Jun-05,0,18.8,0,6,0,6.2,0,0,1020.6,14.63
07-Jun-05,0,18.9,0,8.5,0,8,0,0,1028.3,14.625
08-Jun-05,0,19.2,0,11.9,0,12.2,0,0,1030.4,14.952
09-Jun-05,0,19.3,0,12.5,0,13.8,0,0,1029.2,16.472
10-Jun-05,0,16.4,0,6.9,0,7.7,0,0,1024.1,16.76
11-Jun-05,0,16.3,0,2.5,0,2.7,0,0,1017.1,15.943
12-Jun-05,0,14.1,0,6.1,0,5.3,0,0.5,1011.5,15.115
13-Jun-05,0,13.4,0,5.8,0,4,0,0.1,1006.2,13.502
14-Jun-05,0,14,0,9.5,0,9.1,0,0,1001,13.148
15-Jun-05,0,15.8,0,9.4,0,9,0,0.8,1001.2,13.788
16-Jun-05,0,18.8,0,10.5,0,10.8,0,10.2,1007.3,14.618
17-Jun-05,0,21.1,0,13.3,0,13.9,0,1.4,1016.6,15.905
18-Jun-05,0,20.7,0,16.2,0,15.5,0,0.4,1015.2,16.528
19-Jun-05,0,19.7,0,13.4,0,13,0,0.2,1011.2,17.552
20-Jun-05,0,18.2,0,12.2,0,11.9,0,1.7,1010.2,16.45
21-Jun-05,0,17.3,0,11.6,0,11.1,0,1.9,1011.3,15.66
22-Jun-05,0,21.2,0,14.5,0,13.4,0,0,1012,16.632
23-Jun-05,0,19.5,0,12,0,13.1,0,0,1011.7,17.702
24-Jun-05,0,18.2,0,11.2,0,12.7,0,0,1015.3,17.795
25-Jun-05,0,17.8,0,8.8,0,11.8,0,0,1021.4,17.95
26-Jun-05,0,17,0,6,0,7.8,0,0,1024.6,17.855
27-Jun-05,0,18,0,7.9,0,9.3,0,0,1020.7,17.618
28-Jun-05,0,22.5,0,13.3,0,14.6,0,0,1011.5,19.005
29-Jun-05,0,19,0,14.1,0,16,0,12.4,1001.9,17.868
30-Jun-05,0,18.4,0,9.1,0,13.9,0,2.7,999.6,17.115
01-Jul-05,0,17.8,0,7.3,0,7.8,0,0.1,1004.9,15.79
02-Jul-05,0,20.8,0,11.6,0,15,0,0.9,1003.5,16.513
03-Jul-05,0,16.1,0,6.9,0,8.7,0,6.3,1004.4,15.523
04-Jul-05,0,16.1,0,3.3,0,5.9,0,3.1,1005.5,15.27
05-Jul-05,0,16.5,0,11.4,0,12.4,0,9.2,1002,15.53
06-Jul-05,0,13.7,0,10.6,0,12.8,0,4.9,1010.8,14.695
07-Jul-05,0,18.1,0,12.4,0,13.3,0,2.1,1015.8,15.657
08-Jul-05,0,18.6,0,13.9,0,15.4,0,3.7,1019,16.503
09-Jul-05,0,22.6,0,14,0,16.1,0,0.1,1023.2,18.017
10-Jul-05,0,25.4,0,12.8,0,14.6,0,0.1,1027.2,19.52
11-Jul-05,0,26,0,11.9,0,14.9,0,0.6,1029.5,19.763
12-Jul-05,0,18.7,0,13.9,0,17.5,0,0,1028.3,19.653
13-Jul-05,0,22.1,0,13.9,0,16.7,0,0,1022.4,19.405
14-Jul-05,0,18.4,0,12.9,0,16.2,0,0.8,1014.2,18.452
15-Jul-05,0,15.3,0,12.1,0,13.2,0,0,1012.8,16.965
16-Jul-05,0,18.8,0,12.1,0,13.8,0,0,1015.8,18.257
17-Jul-05,0,19.1,0,13.4,0,16.1,0,2.2,1008.2,17.88
18-Jul-05,0,17.5,0,11.2,0,12.6,0,2.7,1002.4,17.16
19-Jul-05,0,16.8,0,11.9,0,11.7,0,1.1,1009.8,16.278
20-Jul-05,0,17,0,12.1,0,12.8,0,1.5,1017.9,16.805
21-Jul-05,0,18,0,14.2,0,16.3,0,2.3,1020.4,17.462
22-Jul-05,0,19.1,0,12.7,0,14.3,0,0,1013.9,17.753
23-Jul-05,0,18.8,0,13.5,0,15.8,0,2,1004.9,17.1
24-Jul-05,0,22.6,0,11.6,0,13.4,0,0,1001,17.535
25-Jul-05,0,17.9,0,7.8,0,10.2,0,0,1005.8,16.63
26-Jul-05,0,16.9,0,8.1,0,9.9,0,0,1008.2,16.138
27-Jul-05,0,18.4,0,10.7,0,11.3,0,0,1007,16.14
28-Jul-05,0,18.4,0,5.8,0,7.9,0,0,1007.8,15.807
29-Jul-05,0,15.6,0,11.1,0,13.5,0,4.8,1010,14.972
30-Jul-05,0,16.1,0,12.4,0,13.7,0,0,1011.6,14.93
31-Jul-05,0,16.1,0,11.3,0,13.2,0,0.4,1013.1,15.33
01-Aug-05,0,19.7,0,9.9,0,13,0,0,1015.3,15.333
02-Aug-05,0,18.4,0,9.2,0,10.3,0,2.8,1013.7,14.952
03-Aug-05,0,18.3,0,12.1,0,12.2,0,5,1017.9,15.513
04-Aug-05,0,16,0,12.4,0,13.2,0,4.6,1017.2,15.378
05-Aug-05,0,16.8,0,11.2,0,11.5,0,0.3,1017.3,15.485
06-Aug-05,0,17.6,0,11.4,0,13,0,1.6,1018.5,15.318
07-Aug-05,0,20.2,0,9.7,0,12.4,0,0,1018.5,15.91
08-Aug-05,0,21,0,7.7,0,9.3,0,0,1017.7,15.69
09-Aug-05,0,20.4,0,14.2,0,14.5,0,0.2,1015.6,16.585
10-Aug-05,0,20.5,0,12.4,0,13.2,0,0,1014.5,16.745
11-Aug-05,0,17.4,0,13,0,15.1,0,0.3,1013.2,16.603
12-Aug-05,0,17.7,0,12.6,0,13.9,0,3.4,1011.7,15.883
13-Aug-05,0,17.6,0,13.9,0,14.8,0,0.9,1010.2,15.915
14-Aug-05,0,16.5,0,12.8,0,14.5,0,0.4,1018.5,15.57
15-Aug-05,0,20.4,0,12.7,0,13.9,0,0.8,1021.6,15.542
16-Aug-05,0,22.1,0,14.2,0,14,0,0,1016.4,16.193
17-Aug-05,0,16.8,0,13.1,0,14.7,0,24.7,1010.7,15.37
18-Aug-05,0,17.8,0,11,0,12,0,2.7,1011.3,15.382
19-Aug-05,0,16.9,0,10.4,0,11.9,0,3.4,1017,15.095
20-Aug-05,0,21.2,0,10.6,0,11.3,0,0,1021,15.49
21-Aug-05,0,22.9,0,13.8,0,15.7,0,4.2,1015.1,16.278
22-Aug-05,0,17.3,0,11.3,0,12.7,0,0.8,1016.1,15.99
23-Aug-05,0,17,0,10.4,0,10.8,0,6.9,1003.9,15.13
24-Aug-05,0,17,0,7.4,0,10.7,0,4.2,994.5,14.932
25-Aug-05,0,15.1,0,6.5,0,7.6,0,6,1000.2,13.73
26-Aug-05,0,15.3,0,8.6,0,9.1,0,0.8,1006.3,13.515
27-Aug-05,0,18.1,0,7.5,0,8,0,0.1,1010.1,13.627
28-Aug-05,0,21,0,12.7,0,11.6,0,8.2,1008.5,14.318
29-Aug-05,0,18.7,0,5.8,0,11.2,0,0.2,1014.4,14.592
30-Aug-05,0,19.3,0,3.2,0,5.3,0,0,1014.2,13.237
31-Aug-05,0,17.3,0,12.8,0,13.9,0,0.4,1005.5,14.195
01-Sept-05,0,17.8,0,7.3,0,7.2,0,5.8,1010.2,13.868
02-Sept-05,0,20.3,0,7.8,0,8,0,0.8,1017.8,13.625
03-Sept-05,0,21.7,0,11,0,11.8,0,0.1,1017.3,14.068
04-Sept-05,0,23,0,13.8,0,12.5,0,0.6,1011.9,14.932
05-Sept-05,0,22.4,0,10.7,0,11.4,0,0,1007.7,15.047
06-Sept-05,0,20.6,0,9.6,0,12.1,0,0.1,1003.7,14.737
07-Sept-05,0,18.2,0,13.9,0,14.4,0,1.2,999.3,14.847
08-Sept-05,0,17.4,0,11.7,0,12.3,0,0.5,1004.4,14.628
09-Sept-05,0,13.7,0,11.9,0,13.2,0,9.6,1008.2,13.985
10-Sept-05,0,17.2,0,11.2,0,12.7,0,0,1012.5,13.752
11-Sept-05,0,17,0,8,0,9.2,0,0,1016.7,13.76
12-Sept-05,0,18.7,0,6.9,0,9.6,0,0.1,1016.5,14.17
13-Sept-05,0,20.8,0,13,0,13,0,2.7,1011.2,15.615
14-Sept-05,0,17.9,0,12.7,0,11.2,0,0.2,1015.5,15.74
15-Sept-05,0,14.2,0,9.5,0,11.8,0,8.7,1014.9,15.413
16-Sept-05,0,13.1,0,6.8,0,5,0,1.3,1022.1,13.75
17-Sept-05,0,14.5,0,7.6,0,5,0,0.3,1023.7,13.245
18-Sept-05,0,15.7,0,10.3,0,9.6,0,0,1019,14.005
19-Sept-05,0,15.8,0,8.2,0,11,0,6.1,1014.2,13.98
20-Sept-05,0,16.4,0,10.4,0,4.9,0,0,1017.2,14.052
21-Sept-05,0,18.6,0,12,0,11,0,7.6,1010.5,14.552
22-Sept-05,0,20.2,0,12.5,0,14.5,0,3.4,1001.1,15.775
23-Sept-05,0,13.4,0,2.5,0,10.2,0,1.1,1005.1,14.802
24-Sept-05,0,13.1,0,2,0,-0.3,0,6.8,1004.8,12.2
25-Sept-05,0,14.2,0,8,0,5,0,0.9,1001,12.917
26-Sept-05,0,16.8,0,10.3,0,8,0,8.8,998,13.188
27-Sept-05,0,13.5,0,6,0,5.3,0,4.6,1002.8,12.645
28-Sept-05,0,13.9,0,3.7,0,1,0,13.8,1005.5,11.54
29-Sept-05,0,16.2,0,8.2,0,6.3,0,5.6,1010,11.585
30-Sept-05,0,16.2,0,9.5,0,11.1,0,3.3,1004.5,13.483
01-Oct-05,0,13.2,0,8.6,0,6.6,0,6.1,1013.5,12.118
02-Oct-05,0,13.8,0,9.9,0,8.4,0,0,1024.2,12.028
03-Oct-05,0,14.4,0,10.1,0,9.6,0,0,1025.9,12.533
04-Oct-05,0,13.7,0,9.9,0,9.4,0,0,1024.1,12.597
05-Oct-05,0,15,0,10.9,0,10,0,0,1021.8,12.54
06-Oct-05,0,15.2,0,10.9,0,9.5,0,0,1015.8,12.445
07-Oct-05,0,16.9,0,9.2,0,8.8,0,3.7,1006.3,12.415
08-Oct-05,0,12.1,0,4.1,0,1.7,0,1.6,1006.4,11.752
09-Oct-05,0,14.2,0,5.3,0,2.9,0,1.2,1003.6,10.733
10-Oct-05,0,14.7,0,7.7,0,8.6,0,8.4,999.1,11.762
11-Oct-05,0,10.7,0,4.8,0,5.7,0,0,1004.8,11.078
12-Oct-05,0,12.1,0,3.6,0,0.3,0,0.4,1008.7,9.887
13-Oct-05,0,14,0,-1.1,0,-3.5,0,0.1,1017.7,9.385
14-Oct-05,0,14.3,0,1.5,0,-1.2,0,0,1019.5,9.19
15-Oct-05,0,17.7,0,13,0,10.9,0,0.2,1015.7,11.913
16-Oct-05,0,17.5,0,10.7,0,11.3,0,2.3,1013.8,12.413
17-Oct-05,0,16.6,0,8.4,0,5.8,0,0.5,1011.3,12.44
18-Oct-05,0,14.1,0,10.8,0,11.7,0,0.6,1006.5,12.392
19-Oct-05,0,12.1,0,9.1,0,9.4,0,0.2,999.4,11.892
20-Oct-05,0,13.8,0,7,0,5,0,0.5,993.4,11.06
21-Oct-05,0,13.5,0,7.7,0,3.6,0,2.6,989,10.958
22-Oct-05,0,12.3,0,4.6,0,7,0,1.9,997.2,10.945
23-Oct-05,0,11.7,0,3.7,0,3.8,0,5.6,1000.3,10.318
24-Oct-05,0,16.6,0,10.3,0,8.4,0,11.9,990.9,12.03
25-Oct-05,0,14.2,0,8.6,0,5.9,0,3.1,990.2,11.37
26-Oct-05,0,18.3,0,9.9,0,8.3,0,3.4,995.1,11.727
27-Oct-05,0,17.9,0,14,0,11.6,0,8.7,988.4,12.76
28-Oct-05,0,14.6,0,8.3,0,10.4,0,0.6,991,12.22
29-Oct-05,0,15,0,7.2,0,4.9,0,6.2,989.7,11.108
30-Oct-05,0,14.7,0,7.7,0,10.6,0,1.1,986.2,11.773
31-Oct-05,0,13.9,0,2,0,5.3,0,0.8,990.1,10.275
01-Nov-05,0,11.7,0,2.2,0,1.1,0,0.9,994.4,8.542
02-Nov-05,0,15.3,0,9.2,0,2.7,0,10.5,984.9,10.068
03-Nov-05,0,14,0,8.4,0,9.4,0,9.4,987.3,11.188
04-Nov-05,0,9.6,0,3.5,0,5,0,11,1002.8,9.408
05-Nov-05,0,12.9,0,5.9,0,3.2,0,3.1,1002.6,9.245
06-Nov-05,0,11.9,0,5.2,0,6.2,0,3.8,996,9.165
07-Nov-05,0,11.5,0,3.4,0,1.7,0,13.7,993.9,7.62
08-Nov-05,0,11,0,3.3,0,2.5,0,0.4,1002.2,7.332
09-Nov-05,0,12.6,0,1.3,0,0.3,0,6.2,1012.1,6.721
10-Nov-05,0,14,0,8.1,0,1.5,0,2.8,1013.2,9.212
11-Nov-05,0,13.6,0,5.3,0,9.2,0,3.2,1000.6,9.403
12-Nov-05,0,9,0,4.1,0,3.3,0,6.5,1010.3,7.448
13-Nov-05,0,10.2,0,0.2,0,0,0,0,1025.1,6.45
14-Nov-05,0,12.8,0,5.7,0,2.1,0,1.2,1019.3,7.549
15-Nov-05,0,12.1,0,7.8,0,7.3,0,1,1011.3,8.812
16-Nov-05,0,8.5,0,-0.6,0,4,0,0,1011.1,7.293
17-Nov-05,0,6.4,0,-2.8,0,-1.8,0,0,1012.5,4.938
18-Nov-05,0,9.4,0,2.3,0,-1.5,0,0,1018.3,5.634
19-Nov-05,0,8.1,0,-2.3,0,0.6,0,0,1025.6,6.04
20-Nov-05,0,5.3,0,-2.3,0,-1.2,0,0,1028.1,4.062
21-Nov-05,0,7.4,0,-3.1,0,-1.9,0,0,1029.4,3.593
22-Nov-05,0,3.8,0,-3.1,0,-2.1,0,0,1033.4,3.464
23-Nov-05,0,9.4,0,-0.5,0,0.5,0,0,1032.9,4.343
24-Nov-05,0,10.9,0,1.2,0,1.4,0,6.2,1018.8,5.792
25-Nov-05,0,6.4,0,0.6,0,-0.2,0,8,1004.5,3.737
26-Nov-05,0,7.7,0,4.6,0,0.3,0,0,1001.8,4.735
27-Nov-05,0,6.4,0,3,0,0.5,0,1.4,1001.6,4.272
28-Nov-05,0,5.4,0,-0.1,0,-1,0,0,1004.3,3.597
29-Nov-05,0,6.7,0,2.1,0,-0.5,0,17.2,1004.8,4.037
30-Nov-05,0,9.2,0,3.5,0,2,0,4.9,994.1,5.533
01-Dec-05,0,8.8,0,2.7,0,4.3,0,6.5,980.8,6.043
02-Dec-05,0,8.1,0,3.3,0,1.8,0,5.9,973.1,5.318
03-Dec-05,0,7.3,0,-0.6,0,0.3,0,2.1,978.9,4.727
04-Dec-05,0,8.1,0,3.2,0,0.4,0,7.8,988.1,5.174
05-Dec-05,0,7.6,0,5.1,0,3.4,0,5.5,997,5.018
06-Dec-05,0,8.3,0,-1.4,0,-0.6,0,0,1005.5,4.259
07-Dec-05,0,8.5,0,-0.8,0,-0.6,0,15.9,1002.8,3.692
08-Dec-05,0,7.7,0,0.1,0,0,0,13.4,1012.4,4.212
09-Dec-05,0,12.4,0,6.6,0,0.6,0,2.1,1022.5,6.594
10-Dec-05,0,11.8,0,10.5,0,8.5,0,0,1028.2,8.24
11-Dec-05,0,10.9,0,1.5,0,3.3,0,0.6,1033.9,7.391
12-Dec-05,0,6.8,0,-3.3,0,-0.7,0,0,1040.2,4.158
13-Dec-05,0,9.8,0,-4.2,0,-2.5,0,0,1038.3,2.671
14-Dec-05,0,10.2,0,8.6,0,-0.8,0,2,1033.7,5.943
15-Dec-05,0,11.1,0,9.6,0,7.2,0,0,1024.3,7.405
16-Dec-05,0,11.3,0,6.4,0,7.5,0,2.1,1017.8,7.775
17-Dec-05,0,8,0,3.1,0,3.8,0,0.5,1021.5,6.592
18-Dec-05,0,9.8,0,4,0,1.8,0,5,1013.7,6.357
19-Dec-05,0,8.9,0,3.5,0,1.4,0,0.1,1016.8,5.693
20-Dec-05,0,10.2,0,5.4,0,2.2,0,0.4,1018.2,6.316
21-Dec-05,0,9.8,0,3.3,0,4.1,0,3.4,1019.3,6.642
22-Dec-05,0,10.9,0,7.3,0,1.6,0,0,1018.3,6.948
23-Dec-05,0,10.7,0,7.7,0,7.3,0,1.6,1018,8.017
24-Dec-05,0,8.9,0,5.3,0,4.7,0,0,1021.7,7.662
25-Dec-05,0,8,0,-1.6,0,5.5,0,0,1024.1,6.886
26-Dec-05,0,3.7,0,-1.8,0,0.4,0,0,1020.9,4.676
27-Dec-05,0,5,0,-2.3,0,-0.3,0,0,1016,3.714
28-Dec-05,0,2.7,0,-2.4,0,-2.2,0,0,1012.2,2.241
29-Dec-05,0,7.2,0,0.3,0,-1,0,15.6,1000.3,1.947
30-Dec-05,0,10,0,6.4,0,0.1,0,13.3,985.1,4.599
31-Dec-05,0,8.9,0,5.9,0,4.6,0,12.6,987.4,5.364
01-Jan-06,0,8.7,0,3.3,0,4.3,0,5.4,1005.6,5.741
02-Jan-06,0,11.3,0,3.2,0,2.2,0,0.7,1015.1,5.981
03-Jan-06,0,11,0,1.3,0,2.4,0,0,1020.9,6.196
04-Jan-06,0,7.7,0,4.2,0,1.7,0,0.3,1021.9,5.606
05-Jan-06,0,5.1,0,2.6,0,1.4,0,0.3,1013.7,4.761
06-Jan-06,0,3.8,0,2.4,0,1.8,0,1.6,1016.5,4.168
07-Jan-06,0,3.9,0,-2.5,0,-2.9,0,0,1018.8,3.049
08-Jan-06,0,3,0,-2.8,0,-5.1,0,0,1019.9,1.852
09-Jan-06,0,9.2,0,0.8,0,-4.1,0,4.5,1013.9,2.779
10-Jan-06,0,12.2,0,7,0,2.3,0,6,1000,6.144
11-Jan-06,0,8,0,3.6,0,1.3,0,1.6,1006.2,5.135
12-Jan-06,0,11.4,0,5.5,0,0.6,0,10.4,1007.2,5.697
13-Jan-06,0,11.5,0,2.6,0,5.7,0,2.1,1001.4,7.218
14-Jan-06,0,7.4,0,-2.6,0,-3.7,0,0,1004.1,4.226
15-Jan-06,0,10.1,0,6.3,0,-3.7,0,7.1,996.9,5.996
16-Jan-06,0,8.6,0,3.1,0,1.8,0,5,997.5,5.543
17-Jan-06,0,11.4,0,6.2,0,3.4,0,3.4,1000,6.155
18-Jan-06,0,12.1,0,10.3,0,5.5,0,0.8,1008.1,8.153
19-Jan-06,0,11.4,0,5.1,0,8.9,0,8.6,1001.8,8.727
20-Jan-06,0,9,0,3.2,0,0.8,0,2.8,1009.6,6.375
21-Jan-06,0,10.3,0,2.7,0,0.8,0,0,1022.9,5.694
22-Jan-06,0,8.6,0,5.1,0,0.7,0,0,1026.2,6.01
23-Jan-06,0,8.8,0,5.8,0,3.7,0,0,1024.3,6.126
24-Jan-06,0,7.2,0,2.8,0,1.5,0,0,1024.4,5.64
25-Jan-06,0,8.3,0,4.1,0,0.6,0,0,1025.2,5.583
26-Jan-06,0,6.2,0,-2.9,0,1.7,0,0,1027.8,4.962
27-Jan-06,0,4.7,0,-3.2,0,-3.5,0,0,1028.6,3.449
28-Jan-06,0,7.4,0,-3.9,0,-2.7,0,0,1028.1,3.489
29-Jan-06,0,7.1,0,-6.2,0,-5.7,0,0,1029,1.938
30-Jan-06,0,5.2,0,-5.1,0,-5.8,0,0,1027.3,1.551
31-Jan-06,0,4,0,-0.9,0,-2.1,0,0,1021.8,2.231
01-Feb-06,0,6,0,3.5,0,-0.2,0,0,1016.5,3.266
02-Feb-06,0,9.5,0,5.1,0,3.1,0,0.4,1016.9,4.885
03-Feb-06,0,8.9,0,2.5,0,0.9,0,0,1022,5.581
04-Feb-06,0,8.2,0,4.2,0,3.8,0,0,1026.6,5.634
05-Feb-06,0,6.5,0,4.9,0,4,0,0,1027.9,5.389
06-Feb-06,0,9.3,0,5.2,0,4.1,0,0,1023.7,5.642
07-Feb-06,0,9.9,0,6,0,5.7,0,4.6,1013.8,6.313
08-Feb-06,0,8.4,0,-0.1,0,2.8,0,1.4,1012.7,5.698
09-Feb-06,0,7.1,0,-2.7,0,-1.8,0,0,1018.7,4.09
10-Feb-06,0,4.2,0,-3.9,0,-3.1,0,0,1018.4,2.88
11-Feb-06,0,9.7,0,3.8,0,-1.7,0,3.6,1013.6,4.549
12-Feb-06,0,12.1,0,6.6,0,4.5,0,5.1,1010.9,6.765
13-Feb-06,0,12.9,0,6.3,0,8,0,4.1,1004.1,8
14-Feb-06,0,10.3,0,4.3,0,2.7,0,6,990.3,6.998
15-Feb-06,0,9.1,0,2.9,0,1.8,0,5.8,978.2,6.155
16-Feb-06,0,8.5,0,1.8,0,1.1,0,10.2,969.8,5.397
17-Feb-06,0,9.5,0,-0.8,0,0,0,1.4,978.5,5.211
18-Feb-06,0,7.2,0,-2.2,0,-0.8,0,0,987.8,4.24
19-Feb-06,0,8.7,0,-3.9,0,-2.8,0,0,1002.2,3.589
20-Feb-06,0,9,0,-2.1,0,-2.5,0,0,1018.8,3.315
21-Feb-06,0,8.8,0,0.1,0,-2.6,0,0.1,1026.6,3.655
22-Feb-06,0,7,0,1,0,-1.5,0,0,1028.1,3.235
23-Feb-06,0,6.9,0,-0.8,0,-0.9,0,0.2,1026.7,3.229
24-Feb-06,0,8.4,0,2.7,0,0,0,0.1,1021.8,4.459
25-Feb-06,0,6.9,0,2,0,0.8,0,0,1025.9,4.002
26-Feb-06,0,7.3,0,-2.6,0,0.3,0,0,1028.6,3.85
27-Feb-06,0,8.1,0,-1.4,0,-2.2,0,1.3,1022.2,3.897
28-Feb-06,0,5,0,-1.3,0,1,0,4.2,1013.2,4.088
01-Mar-06,0,3.4,0,-4,0,-0.1,0,4.6,1006.5,2.896
02-Mar-06,0,4.7,0,-4.7,0,-0.2,0,1.1,998.7,2.721
03-Mar-06,0,2,0,-7.4,0,-4.6,0,2.6,997.8,1.738
04-Mar-06,0,5.8,0,-8.2,0,-4.8,0,1.7,1002.2,1.847
05-Mar-06,0,6.9,0,-1.2,0,-1.9,0,2.1,1009.5,2.987
06-Mar-06,0,8.4,0,-2.7,0,-2.1,0,5.3,1013.1,3.262
07-Mar-06,0,11.9,0,5.3,0,-0.2,0,7,1002.8,5.799
08-Mar-06,0,10.7,0,2.9,0,7,0,11.7,993,7.557
09-Mar-06,0,10.6,0,2.7,0,2.8,0,7.3,989.7,6.293
10-Mar-06,0,8.5,0,0.2,0,1.4,0,2.5,999.2,5.663
11-Mar-06,0,6.2,0,-1.5,0,-0.1,0,13.9,1010.8,4.081
12-Mar-06,0,12.2,0,5.2,0,1.9,0,0.8,1009.4,6.417
13-Mar-06,0,12.3,0,8.1,0,7.7,0,13.9,1003.7,7.83
14-Mar-06,0,10.9,0,7,0,6.8,0,0.3,1010,7.892
15-Mar-06,0,7.7,0,4.5,0,6.5,0,1.6,1020.4,7.637
16-Mar-06,0,6.1,0,1.3,0,3.6,0,0.1,1027.6,5.995
17-Mar-06,0,4.5,0,2,0,1.3,0,0,1027.2,4.475
18-Mar-06,0,9,0,1.6,0,0.1,0,0,1021.7,4.974
19-Mar-06,0,7.1,0,0.7,0,-0.3,0,0,1016,4.859
20-Mar-06,0,6.9,0,3.3,0,3.6,0,0.1,1013,5.229
21-Mar-06,0,4.9,0,-2.4,0,2.5,0,0,1013.5,4.775
22-Mar-06,0,7.7,0,-5.1,0,-3,0,0,1009,4.157
23-Mar-06,0,8,0,-0.4,0,-0.5,0,0,996.1,4.093
24-Mar-06,0,6.3,0,4.7,0,2.6,0,4.1,983.3,4.984
25-Mar-06,0,12.1,0,5.2,0,3.8,0,3.3,984.7,6.625
26-Mar-06,0,13.2,0,10.1,0,7.1,0,16.2,982.4,8.585
27-Mar-06,0,14.1,0,8.6,0,9,0,1.6,977.7,9.887
28-Mar-06,0,8.7,0,1.8,0,6.5,0,3.4,988.2,8.278
29-Mar-06,0,10.3,0,-1.4,0,0.5,0,5,988.8,6.304
30-Mar-06,0,12.1,0,6,0,5.1,0,7.2,981.5,8.189
31-Mar-06,0,10.3,0,3.4,0,4.3,0,4.5,987.9,8.069
01-Apr-06,0,12,0,3.3,0,3.7,0,2.2,989.8,7.785
02-Apr-06,0,10.7,0,5.1,0,5.9,0,5.1,998.7,8.605
03-Apr-06,0,9.2,0,0.1,0,3.7,0,0,1017.4,7.613
04-Apr-06,0,9.5,0,-2.3,0,-0.1,0,0,1021.8,6.921
05-Apr-06,0,10,0,-4.4,0,-1.6,0,0.4,1015.8,5.972
06-Apr-06,0,10.2,0,3.8,0,4.3,0,2.1,1008.8,7.515
07-Apr-06,0,10.2,0,1.7,0,3.6,0,7.9,1004.9,7.057
08-Apr-06,0,10.3,0,1.8,0,1.4,0,3.2,1006.8,6.678
09-Apr-06,0,8.6,0,0,0,2.9,0,0.9,1016.7,6.721
10-Apr-06,0,9.5,0,-0.8,0,1,0,0.2,1015.6,6.596
11-Apr-06,0,11.6,0,6.2,0,6,0,10,1005.8,8.372
12-Apr-06,0,12.9,0,6,0,5.3,0,0.2,1006.4,8.05
13-Apr-06,0,11.1,0,4.7,0,5.9,0,0.6,1004,8.55
14-Apr-06,0,12.2,0,2.7,0,3.3,0,0.2,1006.3,8.322
15-Apr-06,0,11.7,0,5.8,0,6.3,0,1.8,1003,8.887
16-Apr-06,0,11.6,0,6.4,0,5.9,0,0.6,1006.6,9.087
17-Apr-06,0,11,0,6.6,0,6.6,0,7.6,1008.3,9
18-Apr-06,0,9.6,0,5.3,0,7,0,3.8,1006.3,9.315
19-Apr-06,0,11.2,0,4.9,0,7,0,0.6,1004.7,9.49
20-Apr-06,0,13.6,0,5.3,0,5.5,0,0.4,1005.7,9.98
21-Apr-06,0,13.6,0,0.5,0,3.7,0,0,1013.4,10.533
22-Apr-06,0,11.5,0,2.9,0,0.1,0,1.4,1011.8,9.238
23-Apr-06,0,13.3,0,1.5,0,-1,0,0.1,1013,9.983
24-Apr-06,0,11.8,0,0.1,0,-2.6,0,2.3,1006.3,8.445
25-Apr-06,0,13.4,0,6.6,0,2.7,0,2,1004.7,10.255
