date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
01-Jan-64,0,10.2,0,4.1, , ,0,0.2,1000.8, ,9, ,9, ,9, ,0.1,0, , , , , , 
02-Jan-64,0,10.8,0,9.5, , ,2,0,1004.2, ,9, ,9, ,9, ,0,0, , , , , , 
03-Jan-64,0,10.9,0,8.9, , ,2,0,1010.6, ,9, ,9, ,9, ,1.3,0, , , , , , 
04-Jan-64,0,10.9,0,5.7, , ,0,3.3,1016.7, ,9, ,9, ,9, ,0,0, , , , , , 
05-Jan-64,0,7.5,0,5.6, , ,0,0.9,1020.5, ,9, ,9, ,9, ,0,0, , , , , , 
06-Jan-64,0,8.9,0,4.8, , ,0,1,1020.8, ,9, ,9, ,9, ,0,0, , , , , , 
07-Jan-64,0,9.2,0,1.9, , ,3,0,1023.5, ,9, ,9, ,9, ,3,0, , , , , , 
08-Jan-64,0,7.7,0,3, , ,3,0,1023.4, ,9, ,9, ,9, ,0.5,0, , , , , , 
09-Jan-64,0,8.4,0,5.4, , ,0,0,1021.3, ,9, ,9, ,9, ,0,0, , , , , , 
10-Jan-64,0,7.4,0,2.9, , ,0,0,1023, ,9, ,9, ,9, ,0.7,0, , , , , , 
11-Jan-64,0,6.8,1,-0.7, , ,2,0,1023.4, ,9, ,9, ,9, ,0,0, , , , , , 
12-Jan-64,0,4.7,0,2.2, , ,2,0,1018.2, ,9, ,9, ,9, ,0,0, , , , , , 
13-Jan-64,0,5.7,0,1.1, , ,0,1.7,1010, ,9, ,9, ,9, ,0,0, , , , , , 
14-Jan-64,0,5.1,1,-3.3, , ,0,1.3,1006.8, ,9, ,9, ,9, ,4.4,1, , , , , , 
15-Jan-64,0,7.1,0,5, , ,0,0,1014.2, ,9, ,9, ,9, ,0.3,0, , , , , , 
16-Jan-64,0,5.1,0,2, , ,0,0,1019.1, ,9, ,9, ,9, ,3.9,0, , , , , , 
17-Jan-64,0,5.9,0,0.9, , ,3,0,1019.3, ,9, ,9, ,9, ,0.1,0, , , , , , 
18-Jan-64,0,10.3,1,-0.6, , ,2,0,1014.7, ,9, ,9, ,9, ,0.1,0, , , , , , 
19-Jan-64,0,10,0,1.4, , ,3,0,1014.1, ,9, ,9, ,9, ,0.1,0, , , , , , 
20-Jan-64,0,9.9,0,2.3, , ,3,0,1019.1, ,9, ,9, ,9, ,5.6,0, , , , , , 
21-Jan-64,0,9.3,0,2.3, , ,3,0,1026.1, ,9, ,9, ,9, ,0.1,0, , , , , , 
22-Jan-64,0,7.8,0,4.9, , ,0,0,1028.2, ,9, ,9, ,9, ,0,0, , , , , , 
23-Jan-64,0,8.8,0,2.8, , ,0,0.5,1023.8, ,9, ,9, ,9, ,3.4,0, , , , , , 
24-Jan-64,0,5,1,-2.2, , ,3,0,1025.7, ,9, ,9, ,9, ,3.7,0, , , , , , 
25-Jan-64,0,5.5,1,-0.9, , ,3,0,1027.8, ,9, ,9, ,9, ,3.6,0, , , , , , 
26-Jan-64,0,6.8,0,0.4, , ,2,0,1022.8, ,9, ,9, ,9, ,2,0, , , , , , 
27-Jan-64,0,9.4,0,2.4, , ,0,1.9,1008.8, ,9, ,9, ,9, ,0.1,0, , , , , , 
28-Jan-64,0,8.8,0,4.3, , ,0,0.4,1003.5, ,9, ,9, ,9, ,2.7,0, , , , , , 
29-Jan-64,0,10.2,0,6.6, , ,0,1,1000.5, ,9, ,9, ,9, ,0,0, , , , , , 
30-Jan-64,0,8.9,0,2, , ,0,2.4,997.7, ,9, ,9, ,9, ,3.2,0, , , , , , 
31-Jan-64,0,10.6,0,5.6, , ,0,3.5,998.7, ,9, ,9, ,9, ,0,0, , , , , , 
01-Feb-64,0,11.4,0,8.5, , ,0,0.4,1003.5, ,9, ,9, ,9, ,4,0, , , , , , 
02-Feb-64,0,11.9,0,8.4, , ,2,0,1006.8, ,9, ,9, ,9, ,2.5,0, , , , , , 
03-Feb-64,0,10.3,0,3.2, , ,0,1.6,1008.6, ,9, ,9, ,9, ,4.3,0, , , , , , 
04-Feb-64,0,8.3,0,2.8, , ,0,0.1,1018.5, ,9, ,9, ,9, ,2.6,0, , , , , , 
05-Feb-64,0,5.2,1,-4.9, , ,3,0,1026.8, ,9, ,9, ,9, ,6.9,0, , , , , , 
06-Feb-64,0,5.3,1,-6.7, , ,3,0,1034.3, ,9, ,9, ,9, ,8.3,0, , , , , , 
07-Feb-64,0,5.2,1,-3.7, , ,3,0,1036, ,9, ,9, ,9, ,0.1,0, , , , , , 
08-Feb-64,0,6.2,1,-2.8, , ,3,0,1034.6, ,9, ,9, ,9, ,4.8,0, , , , , , 
09-Feb-64,0,6.1,1,-3.8, , ,3,0,1030.9, ,9, ,9, ,9, ,6.4,0, , , , , , 
10-Feb-64,0,6.6,0,2.6, , ,0,0,1024.6, ,9, ,9, ,9, ,0,0, , , , , , 
11-Feb-64,0,7.1,0,1.4, , ,0,0.1,1014.2, ,9, ,9, ,9, ,0,0, , , , , , 
12-Feb-64,0,8.4,0,0.9, , ,2,0,1002.8, ,9, ,9, ,9, ,0.5,0, , , , , , 
13-Feb-64,0,6.8,0,3.7, , ,0,0,992.7, ,9, ,9, ,9, ,0.5,0, , , , , , 
14-Feb-64,0,10.4,0,3.8, , ,0,7.6,987.7, ,9, ,9, ,9, ,1.9,0, , , , , , 
15-Feb-64,0,9.9,0,5.3, , ,0,0.2,992.6, ,9, ,9, ,9, ,0.8,0, , , , , , 
16-Feb-64,0,6.7,0,1.8, , ,0,4.8,993.5, ,9, ,9, ,9, ,0,0, , , , , , 
17-Feb-64,0,4.6,0,0, , ,0,0.3,995, ,9, ,9, ,9, ,1.6,0, , , , , , 
18-Feb-64,0,2.3,1,-0.1, , ,0,3.6,999.8, ,9, ,9, ,9, ,0.6,3, , , , , , 
19-Feb-64,0,2.2,0,1, , ,2,0,1007.2, ,9, ,9, ,9, ,0,1, , , , , , 
20-Feb-64,0,2.8,0,0.1, , ,0,0,1012.9, ,9, ,9, ,9, ,4.3,0, , , , , , 
21-Feb-64,0,4.1,0,0.7, , ,0,0.1,1005.6, ,9, ,9, ,9, ,0.1,0, , , , , , 
22-Feb-64,0,7.3,0,3.8, , ,0,1.2,992.1, ,9, ,9, ,9, ,0,0, , , , , , 
23-Feb-64,0,13.3,0,5.9, , ,0,0.4,981.3, ,9, ,9, ,9, ,5,0, , , , , , 
24-Feb-64,0,11.4,0,4.5, , ,0,1.6,974.7, ,9, ,9, ,9, ,2.7,0, , , , , , 
25-Feb-64,0,12.6,0,6.4, , ,2,0,980.5, ,9, ,9, ,9, ,7.1,0, , , , , , 
26-Feb-64,0,9.4,0,7.3, , ,0,0.2,980.7, ,9, ,9, ,9, ,0.3,0, , , , , , 
27-Feb-64,0,12.5,0,6.8, , ,0,0.2,981, ,9, ,9, ,9, ,6.5,0, , , , , , 
28-Feb-64,0,11.1,0,4.3, , ,2,0,990.7, ,9, ,9, ,9, ,6.7,0, , , , , , 
29-Feb-64,0,10.9,0,1.2, , ,3,0,1000.7, ,9, ,9, ,9, ,9.2,0, , , , , , 
01-Mar-64,0,13,0,1.1, , ,3,0,1009.3, ,9, ,9, ,9, ,8.1,0, , , , , , 
02-Mar-64,0,8.5,1,-3.2, , ,3,0,1014.7, ,9, ,9, ,9, ,1.2,0, , , , , , 
03-Mar-64,0,4.9,1,-2.6, , ,3,0,1014.8, ,9, ,9, ,9, ,0.2,0, , , , , , 
04-Mar-64,0,7.7,1,-3.1, , ,0,0.1,1015.8, ,9, ,9, ,9, ,0.8,0, , , , , , 
05-Mar-64,0,6.7,1,-0.1, , ,3,0,1021.1, ,9, ,9, ,9, ,3.8,0, , , , , , 
06-Mar-64,0,5.1,1,-1.8, , ,0,3.6,1022.8, ,9, ,9, ,9, ,1.4,0, , , , , , 
07-Mar-64,0,3.6,1,-2.9, , ,0,1.4,1020.5, ,9, ,9, ,9, ,1.2,0, , , , , , 
08-Mar-64,0,6.1,0,1.3, , ,0,0.1,1016.6, ,9, ,9, ,9, ,1.5,0, , , , , , 
09-Mar-64,0,7.2,0,1.1, , ,0,1.1,1009.8, ,9, ,9, ,9, ,0,0, , , , , , 
10-Mar-64,0,7.7,1,-2.1, , ,0,0.7,1001.9, ,9, ,9, ,9, ,5.2,0, , , , , , 
11-Mar-64,0,8.8,0,3.1, , ,0,0,994.4, ,9, ,9, ,9, ,7.1,0, , , , , , 
12-Mar-64,0,7.5,0,4.7, , ,0,6.1,986.7, ,9, ,9, ,9, ,0,0, , , , , , 
13-Mar-64,0,12.8,0,7.1, , ,0,0.4,988, ,9, ,9, ,9, ,5.1,0, , , , , , 
14-Mar-64,0,12.9,0,3.5, , ,0,4.1,985.3, ,9, ,9, ,9, ,3.8,0, , , , , , 
15-Mar-64,0,11.7,0,2.7, , ,2,0,999, ,9, ,9, ,9, ,4.4,0, , , , , , 
16-Mar-64,0,6.5,0,0.5, , ,0,0.1,1001.3, ,9, ,9, ,9, ,1.1,0, , , , , , 
17-Mar-64,0,7.8,0,0.6, , ,0,10.1,993.2, ,9, ,9, ,9, ,0.8,0, , , , , , 
18-Mar-64,0,4.6,0,2.2, , ,0,1.1,990.5, ,9, ,9, ,9, ,0,0, , , , , , 
19-Mar-64,0,12.3,0,3.4, , ,0,10.7,980.5, ,9, ,9, ,9, ,1.2,0, , , , , , 
20-Mar-64,0,10.2,0,6.4, , ,0,0.2,977.5, ,9, ,9, ,9, ,0,0, , , , , , 
21-Mar-64,0,12.9,0,4.8, , ,2,0,982.6, ,9, ,9, ,9, ,0.9,0, , , , , , 
22-Mar-64,0,8.6,0,4.9, , ,0,0.1,991.2, ,9, ,9, ,9, ,0,0, , , , , , 
23-Mar-64,0,12.2,0,1.1, , ,0,2.5,991.7, ,9, ,9, ,9, ,2.3,0, , , , , , 
24-Mar-64,0,11,0,6.6, , ,0,18,987.8, ,9, ,9, ,9, ,0,0, , , , , , 
25-Mar-64,0,9.6,0,0, , ,0,0.1,1002.8, ,9, ,9, ,9, ,9,0, , , , , , 
26-Mar-64,0,11.2,1,-1.3, , ,3,0,1014.2, ,9, ,9, ,9, ,7,0, , , , , , 
27-Mar-64,0,8.7,0,5.8, , ,0,1.1,1007.5, ,9, ,9, ,9, ,0,0, , , , , , 
28-Mar-64,0,7.8,0,4.9, , ,0,2.5,1002.8, ,9, ,9, ,9, ,0,0, , , , , , 
29-Mar-64,0,6.4,0,0.4, , ,3,0,1005.2, ,9, ,9, ,9, ,1.3,0, , , , , , 
30-Mar-64,0,7.3,0,0.2, , ,2,0,1002.5, ,9, ,9, ,9, ,7.5,0, , , , , , 
31-Mar-64,0,5.1,0,0.6, , ,2,0,1002.3, ,9, ,9, ,9, ,0,0, , , , , , 
01-Apr-64,0,5.9,0,1.1, , ,0,0.3,1006.7, ,9, ,9, ,9, ,0.2,0, , , , , , 
02-Apr-64,0,7.4,1,-0.8, , ,0,0.3,1007.2, ,9, ,9, ,9, ,2,0, , , , , , 
03-Apr-64,0,6.6,0,0.6, , ,2,0,1004.5, ,9, ,9, ,9, ,5.8,0, , , , , , 
04-Apr-64,0,6.9,1,-0.2, , ,2,0,1005.6, ,9, ,9, ,9, ,6.8,0, , , , , , 
05-Apr-64,0,11.3,1,-2.4, , ,3,0,1007.7, ,9, ,9, ,9, ,7.8,0, , , , , , 
06-Apr-64,0,10.8,0,1.2, , ,0,6.6,1007, ,9, ,9, ,9, ,6.3,0, , , , , , 
07-Apr-64,0,12.2,1,-0.4, , ,3,0,1011.2, ,9, ,9, ,9, ,7.6,0, , , , , , 
08-Apr-64,0,13.2,0,6.8, , ,2,0,1008.6, ,9, ,9, ,9, ,2.7,0, , , , , , 
09-Apr-64,0,12.9,0,4.4, , ,0,0.6,1001.7, ,9, ,9, ,9, ,3.9,0, , , , , , 
10-Apr-64,0,12.6,0,1.9, , ,2,0,1006.8, ,9, ,9, ,9, ,7,0, , , , , , 
11-Apr-64,0,13.9,0,5.8, , ,0,0.6,1003.5, ,9, ,9, ,9, ,2.5,0, , , , , , 
12-Apr-64,0,12.6,0,5.3, , ,0,0.4,998.5, ,9, ,9, ,9, ,1.1,0, , , , , , 
13-Apr-64,0,11.7,0,3.6, , ,0,2.4,996.8, ,9, ,9, ,9, ,8.2,0, , , , , , 
14-Apr-64,0,11.7,0,3.7, , ,0,1.2,995.9, ,9, ,9, ,9, ,4.7,0, , , , , , 
15-Apr-64,0,14.5,0,6.2, , ,0,1.2,993.8, ,9, ,9, ,9, ,4.8,0, , , , , , 
16-Apr-64,0,12.8,0,6.3, , ,0,3,988.3, ,9, ,9, ,9, ,0.8,0, , , , , , 
17-Apr-64,0,13.4,0,6.1, , ,0,2.3,986.2, ,9, ,9, ,9, ,9.3,0, , , , , , 
18-Apr-64,0,14.6,0,6, , ,0,1.5,991.8, ,9, ,9, ,9, ,7.4,0, , , , , , 
19-Apr-64,0,12.4,0,1.3, , ,0,0.1,991.2, ,9, ,9, ,9, ,3.8,0, , , , , , 
20-Apr-64,0,12.4,0,4.1, , ,2,0,984.6, ,9, ,9, ,9, ,7.4,0, , , , , , 
21-Apr-64,0,7.7,0,4.8, , ,0,6.8,982.8, ,9, ,9, ,9, ,0.1,0, , , , , , 
22-Apr-64,0,13.3,0,3.7, , ,0,2.7,990.7, ,9, ,9, ,9, ,5.3,0, , , , , , 
23-Apr-64,0,14.1,0,5.7, , ,0,1.8,1001.5, ,9, ,9, ,9, ,7.9,0, , , , , , 
24-Apr-64,0,12.8,0,2.2, , ,0,2.3,1009.6, ,9, ,9, ,9, ,5.1,0, , , , , , 
25-Apr-64,0,16.2,0,9.2, , ,0,1.6,1009.2, ,9, ,9, ,9, ,4.6,0, , , , , , 
26-Apr-64,0,15.1,0,9.3, , ,0,0.9,1008.8, ,9, ,9, ,9, ,2.4,0, , , , , , 
27-Apr-64,0,16.1,0,10.9, , ,0,0.2,999.2, ,9, ,9, ,9, ,0.7,0, , , , , , 
28-Apr-64,0,14.5,0,7.7, , ,0,8,994, ,9, ,9, ,9, ,3.6,0, , , , , , 
29-Apr-64,0,13.5,0,6.6, , ,0,2.3,1003.6, ,9, ,9, ,9, ,10.7,0, , , , , , 
30-Apr-64,0,13,0,5.7, , ,0,2.4,1008.8, ,9, ,9, ,9, ,7.5,0, , , , , , 
01-May-64,0,12.8,0,5.4, , ,0,1.7,1003.8, ,9, ,9, ,9, ,4.6,0, , , , , , 
02-May-64,0,16.3,0,7.9, , ,0,2.5,991.7, ,9, ,9, ,9, ,3.7,0, , , , , , 
03-May-64,0,14.5,0,6.9, , ,0,1.7,986, ,9, ,9, ,9, ,9.5,0, , , , , , 
04-May-64,0,14.3,0,6.4, , ,0,1.4,993.9, ,9, ,9, ,9, ,9.3,0, , , , , , 
05-May-64,0,14.4,0,6.1, , ,2,0,1000.2, ,9, ,9, ,9, ,7,0, , , , , , 
06-May-64,0,14.2,0,8.7, , ,2,0,995.7, ,9, ,9, ,9, ,2.9,0, , , , , , 
07-May-64,0,14.9,0,6, , ,0,4.1,984.2, ,9, ,9, ,9, ,2.4,0, , , , , , 
08-May-64,0,14.4,0,5.3, , ,0,2.7,995.4, ,9, ,9, ,9, ,4.8,0, , , , , , 
09-May-64,0,14.4,0,6.2, , ,0,8.1,1000, ,9, ,9, ,9, ,3.8,0, , , , , , 
10-May-64,0,13.3,0,6.4, , ,0,5.9,1003.6, ,9, ,9, ,9, ,5,0, , , , , , 
11-May-64,0,16.8,0,10.3, , ,0,5.3,1001.2, ,9, ,9, ,9, ,0.3,0, , , , , , 
12-May-64,0,17.9,0,8.8, , ,0,0.3,998.6, ,9, ,9, ,9, ,4.7,0, , , , , , 
13-May-64,0,14.5,0,5.4, , ,2,0,1005.2, ,9, ,9, ,9, ,10.1,0, , , , , , 
14-May-64,0,15.6,0,4.9, , ,3,0,1014.2, ,9, ,9, ,9, ,11.6,0, , , , , , 
15-May-64,0,17.2,0,2.9, , ,3,0,1018.7, ,9, ,9, ,9, ,9.3,0, , , , , , 
16-May-64,0,18.5,0,8.8, , ,0,0,1014, ,9, ,9, ,9, ,7.8,0, , , , , , 
17-May-64,0,21.1,0,7.1, , ,0,0.4,1004.9, ,9, ,9, ,9, ,11.7,0, , , , , , 
18-May-64,0,16.8,0,7.1, , ,0,1,1001.3, ,9, ,9, ,9, ,4.1,0, , , , , , 
19-May-64,0,15.1,0,6.2, , ,0,5.3,1009.8, ,9, ,9, ,9, ,6.5,0, , , , , , 
20-May-64,0,14.4,0,6.2, , ,0,0.2,1008.6, ,9, ,9, ,9, ,3,0, , , , , , 
21-May-64,0,17.3,0,8.7, , ,0,0.7,1000.2, ,9, ,9, ,9, ,1.7,0, , , , , , 
22-May-64,0,14.6,0,7.8, , ,0,0.2,998.8, ,9, ,9, ,9, ,1.7,0, , , , , , 
23-May-64,0,15.8,0,6.1, , ,2,0,1006.6, ,9, ,9, ,9, ,2.9,0, , , , , , 
24-May-64,0,17.4,0,7.3, , ,3,0,1008.5, ,9, ,9, ,9, ,10.9,0, , , , , , 
25-May-64,0,18.6,0,7.8, , ,3,0,1005.5, ,9, ,9, ,9, ,10.2,0, , , , , , 
26-May-64,0,19,0,8.7, , ,3,0,1001.4, ,9, ,9, ,9, ,13.7,0, , , , , , 
27-May-64,0,21.3,0,8.9, , ,3,0,997.5, ,9, ,9, ,9, ,7.3,0, , , , , , 
28-May-64,0,14.4,0,10.4, , ,2,0,998.2, ,9, ,9, ,9, ,0.7,0, , , , , , 
29-May-64,0,19.2,0,8.7, , ,0,0.8,1002.1, ,9, ,9, ,9, ,9.7,0, , , , , , 
30-May-64,0,18.6,0,5.6, , ,3,0,1001.7, ,9, ,9, ,9, ,12.1,0, , , , , , 
31-May-64,0,15.1,0,10.4, , ,0,0.5,997, ,9, ,9, ,9, ,2.3,0, , , , , , 
01-Jun-64,0,10.7,0,7.3, , ,0,0.3,993.8, ,9, ,9, ,9, ,0,0, , , , , , 
02-Jun-64,0,9.5,0,6.3, , ,0,3.4,991.2, ,9, ,9, ,9, ,0.3,0, , , , , , 
03-Jun-64,0,13.1,0,6.3, , ,0,1.3,993.2, ,9, ,9, ,9, ,3.6,0, , , , , , 
04-Jun-64,0,18.9,0,10.8, , ,0,0.7,993.7, ,9, ,9, ,9, ,11.2,0, , , , , , 
05-Jun-64,0,17.2,0,9.6, , ,0,0.7,996.2, ,9, ,9, ,9, ,9.3,0, , , , , , 
06-Jun-64,0,15.2,0,8.9, , ,0,1.3,993.7, ,9, ,9, ,9, ,0.1,0, , , , , , 
07-Jun-64,0,18.4,0,8.9, , ,0,4.8,996.2, ,9, ,9, ,9, ,6.2,0, , , , , , 
08-Jun-64,0,16.8,0,8.9, , ,2,0,1005.9, ,9, ,9, ,9, ,6.3,0, , , , , , 
09-Jun-64,0,18.1,0,12.1, , ,0,6.1,1003.8, ,9, ,9, ,9, ,2.5,0, , , , , , 
10-Jun-64,0,18.6,0,10.1, , ,0,8.8,1000.9, ,9, ,9, ,9, ,10.7,0, , , , , , 
11-Jun-64,0,18.1,0,10.3, , ,0,5.7,1001.1, ,9, ,9, ,9, ,7.5,0, , , , , , 
12-Jun-64,0,15.2,0,11.2, , ,0,1.7,999, ,9, ,9, ,9, ,0,0, , , , , , 
13-Jun-64,0,18.2,0,9.8, , ,0,0.2,995.9, ,9, ,9, ,9, ,5.2,0, , , , , , 
14-Jun-64,0,14.7,0,6.8, , ,0,1.9,998.3, ,9, ,9, ,9, ,3,0, , , , , , 
15-Jun-64,0,15.7,0,7.3, , ,2,0,1003.2, ,9, ,9, ,9, ,3.7,0, , , , , , 
16-Jun-64,0,18.4,0,8.8, , ,2,0,1005.5, ,9, ,9, ,9, ,3.9,0, , , , , , 
17-Jun-64,0,17.1,0,6.8, , ,0,2.4,1004.8, ,9, ,9, ,9, ,4.3,0, , , , , , 
18-Jun-64,0,17.8,0,6.7, , ,3,0,1005.1, ,9, ,9, ,9, ,4.7,0, , , , , , 
19-Jun-64,0,14.9,0,4.2, , ,3,0,1007.5, ,9, ,9, ,9, ,12.9,0, , , , , , 
20-Jun-64,0,15.6,0,2.9, , ,2,0,1009.7, ,9, ,9, ,9, ,9.5,0, , , , , , 
21-Jun-64,0,15,0,8.9, , ,0,0,1008.9, ,9, ,9, ,9, ,0.2,0, , , , , , 
22-Jun-64,0,14.8,0,10.1, , ,0,1.7,1007.4, ,9, ,9, ,9, ,0.1,0, , , , , , 
23-Jun-64,0,15.8,0,9, , ,0,0.3,1009.8, ,9, ,9, ,9, ,0,0, , , , , , 
24-Jun-64,0,19.9,0,7.2, , ,3,0,1014.7, ,9, ,9, ,9, ,4.1,0, , , , , , 
25-Jun-64,0,19.9,0,10.2, , ,3,0,1015.2, ,9, ,9, ,9, ,3.2,0, , , , , , 
26-Jun-64,0,22.9,0,11.3, , ,0,2.3,1010.2, ,9, ,9, ,9, ,7.6,0, , , , , , 
27-Jun-64,0,18.9,0,13.3, , ,0,1,1008.3, ,9, ,9, ,9, ,1.2,0, , , , , , 
28-Jun-64,0,16.8,0,10.8, , ,0,2.1,1012.3, ,9, ,9, ,9, ,0,0, , , , , , 
29-Jun-64,0,18.4,0,7.3, , ,2,0,1017, ,9, ,9, ,9, ,8.6,0, , , , , , 
30-Jun-64,0,20,0,10.6, , ,2,0,1016.4, ,9, ,9, ,9, ,6.7,0, , , , , , 
01-Jul-64,0,19.6,0,11.4, , ,2,0,1018.3, ,9, ,9, ,9, ,2,0, , , , , , 
02-Jul-64,0,17.8,0,12.6, , ,2,0,1016.1, ,9, ,9, ,9, ,0.3,0, , , , , , 
03-Jul-64,0,17.5,0,9.6, , ,0,0.9,1012.4, ,9, ,9, ,9, ,5.7,0, , , , , , 
04-Jul-64,0,16.9,0,3.6, , ,3,0,1013.3, ,9, ,9, ,9, ,8.9,0, , , , , , 
05-Jul-64,0,17.3,0,7.9, , ,0,2.8,1011.6, ,9, ,9, ,9, ,2.2,0, , , , , , 
06-Jul-64,0,17.2,0,6.7, , ,0,0,1009.6, ,9, ,9, ,9, ,2.5,0, , , , , , 
07-Jul-64,0,15.1,0,10.2, , ,0,3.8,994.6, ,9, ,9, ,9, ,0.1,0, , , , , , 
08-Jul-64,0,15.8,0,8.4, , ,0,5.6,985.9, ,9, ,9, ,9, ,9.2,0, , , , , , 
09-Jul-64,0,17.4,0,7.8, , ,2,0,995.7, ,9, ,9, ,9, ,10.4,0, , , , , , 
10-Jul-64,0,17.8,0,7, , ,0,3.4,999.7, ,9, ,9, ,9, ,6.2,0, , , , , , 
11-Jul-64,0,20,0,12.3, , ,0,0.8,994.3, ,9, ,9, ,9, ,6,0, , , , , , 
12-Jul-64,0,16.9,0,9.6, , ,2,0,998.8, ,9, ,9, ,9, ,3.4,0, , , , , , 
13-Jul-64,0,18.9,0,7.3, , ,0,0.8,1000.6, ,9, ,9, ,9, ,10,0, , , , , , 
14-Jul-64,0,20.1,0,13.8, , ,0,0.8,998, ,9, ,9, ,9, ,6.3,0, , , , , , 
15-Jul-64,0,20.8,0,11.1, , ,3,0,1006.7, ,9, ,9, ,9, ,12,0, , , , , , 
16-Jul-64,0,21.6,0,9.2, , ,3,0,1013.1, ,9, ,9, ,9, ,7.9,0, , , , , , 
17-Jul-64,0,23.3,0,14.9, , ,0,2.6,1011.5, ,9, ,9, ,9, ,5.7,0, , , , , , 
18-Jul-64,0,15.9,0,12.4, , ,0,3.6,1006.4, ,9, ,9, ,9, ,0,0, , , , , , 
19-Jul-64,0,18.2,0,12.5, , ,0,0.1,1005, ,9, ,9, ,9, ,1.2,0, , , , , , 
20-Jul-64,0,18.3,0,10.1, , ,0,5.9,1006, ,9, ,9, ,9, ,1.6,0, , , , , , 
21-Jul-64,0,20.7,0,9.5, , ,3,0,1008.6, ,9, ,9, ,9, ,4.8,0, , , , , , 
22-Jul-64,0,20.6,0,12.6, , ,0,0.1,1013, ,9, ,9, ,9, ,2.3,0, , , , , , 
23-Jul-64,0,20.5,0,12.9, , ,0,0,1015.3, ,9, ,9, ,9, ,5.7,0, , , , , , 
24-Jul-64,0,22.2,0,13.9, , ,0,0,1010.3, ,9, ,9, ,9, ,4,0, , , , , , 
25-Jul-64,0,21.3,0,12.3, , ,0,0.1,1008.6, ,9, ,9, ,9, ,3.4,0, , , , , , 
26-Jul-64,0,19.2,0,9.1, , ,0,0,1009.4, ,9, ,9, ,9, ,6.6,0, , , , , , 
27-Jul-64,0,20.7,0,11.3, , ,2,0,1002.9, ,9, ,9, ,9, ,5.1,0, , , , , , 
28-Jul-64,0,20.6,0,12.7, , ,0,0.2,1001, ,9, ,9, ,9, ,6.7,0, , , , , , 
29-Jul-64,0,18.7,0,13.9, , ,2,0,1004.8, ,9, ,9, ,9, ,0.1,0, , , , , , 
30-Jul-64,0,21.4,0,13.6, , ,2,0,1006.6, ,9, ,9, ,9, ,4.6,0, , , , , , 
31-Jul-64,0,19.3,0,13, , ,2,0,1007.1, ,9, ,9, ,9, ,5.7,0, , , , , , 
01-Aug-64,0,18,0,12.9, , ,0,0.5,1008.6, ,9, ,9, ,9, ,0.5,0, , , , , , 
02-Aug-64,0,19.8,0,14.7, , ,0,0.1,1012.2, ,9, ,9, ,9, ,2,0, , , , , , 
03-Aug-64,0,23.1,0,14.6, , ,2,0,1014, ,9, ,9, ,9, ,3.1,0, , , , , , 
04-Aug-64,0,22.6,0,14.4, , ,2,0,1012.7, ,9, ,9, ,9, ,5.1,0, , , , , , 
05-Aug-64,0,18.6,0,12.2, , ,0,3.5,1005.5, ,9, ,9, ,9, ,1.3,0, , , , , , 
06-Aug-64,0,18.2,0,9.1, , ,0,11.8,996.7, ,9, ,9, ,9, ,7.1,0, , , , , , 
07-Aug-64,0,15.9,0,9.6, , ,0,12.7,992.2, ,9, ,9, ,9, ,4.1,0, , , , , , 
08-Aug-64,0,18.2,0,10.3, , ,0,3.1,996.4, ,9, ,9, ,9, ,4.6,0, , , , , , 
09-Aug-64,0,17.8,0,7.5, , ,0,1.6,1002.2, ,9, ,9, ,9, ,7.4,0, , , , , , 
10-Aug-64,0,17.2,0,11.1, , ,0,0.6,1007.4, ,9, ,9, ,9, ,0.5,0, , , , , , 
11-Aug-64,0,19.3,0,7.9, , ,3,0,1010.7, ,9, ,9, ,9, ,12.5,0, , , , , , 
12-Aug-64,0,19.4,0,6.7, , ,3,0,1008.8, ,9, ,9, ,9, ,3.9,0, , , , , , 
13-Aug-64,0,16.3,0,11.8, , ,2,0,1008.4, ,9, ,9, ,9, ,0.1,0, , , , , , 
14-Aug-64,0,18.9,0,8.7, , ,3,0,1009, ,9, ,9, ,9, ,6.7,0, , , , , , 
15-Aug-64,0,19.6,0,8.1, , ,0,16.9,1005.4, ,9, ,9, ,9, ,4,0, , , , , , 
16-Aug-64,0,19.6,0,11.9, , ,0,2.6,995.6, ,9, ,9, ,9, ,1.8,0, , , , , , 
17-Aug-64,0,19.9,0,14.4, , ,0,7.7,978.4, ,9, ,9, ,9, ,2,0, , , , , , 
18-Aug-64,0,15.5,0,9.4, , ,0,6.4,980.3, ,9, ,9, ,9, ,0,0, , , , , , 
19-Aug-64,0,15.1,0,5.2, , ,2,0,997.2, ,9, ,9, ,9, ,9.3,0, , , , , , 
20-Aug-64,0,15.5,0,3.4, , ,0,5.6,1005.9, ,9, ,9, ,9, ,9.1,0, , , , , , 
21-Aug-64,0,16.6,0,1.8, , ,3,0,1007.1, ,9, ,9, ,9, ,11.8,0, , , , , , 
22-Aug-64,0,18.6,0,8.4, , ,0,0.2,1006.1, ,9, ,9, ,9, ,6.2,0, , , , , , 
23-Aug-64,0,18.9,0,12.4, , ,0,0.7,1001.9, ,9, ,9, ,9, ,2.3,0, , , , , , 
