date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
04-Apr-99,0,16.3,0,11.2,0,7.3,0,0.1,1005.8,14.4,0,22,0,200,0,31,1.8,0,11.8,1.7,2.4,16.8,16.8,13.2
05-Apr-99,0,15.2,0,10.7,0,9.2,0,0.6,1002.8,19.9,0,26,0,210,0,38,1,0,11.575,1.6,2.4,17.5,17.5,14.2
06-Apr-99,0,14.3,0,6.3,0,7.6,0,6.3,1003.2,18,0,28,0,220,0,42,4.5,0,11.225,1.4,2.5,12.4,12.4,9.2
07-Apr-99,0,13.2,0,5.6,0,4.1,0,0.7,1010.4,13,0,18,0,250,0,26,2.5,0,9.575,1.3,2.1,12.8,12.8,9.8
08-Apr-99,0,15,0,9.8,0,8.4,0,0.2,1013.6,12.4,0,17,0,260,0,24,0.3,0,11.625,1.1,1.7,13.6,13.6,10.7
09-Apr-99,0,17.7,0,9.2,0,8.2,0,0,1007.6,16.3,0,25,0,210,0,35,6.4,0,12.175,2.6,4,15.8,15.8,13.2
10-Apr-99,0,11.7,0,4.5,0,5.9,2,0,1005.2,16.9,0,24,0,240,0,34,7.3,0,10.775,1.5,2.7,17.1,17.1,14.6
11-Apr-99,0,12.2,0,3.1,0,1.2,0,6.6,998.7,17.2,0,27,0,220,0,38,2.8,0,8.25,1.2,2.2,11.5,11.5,9.2
12-Apr-99,0,12.5,0,3.3,0,4.3,0,1.4,990.5,17.1,0,26,0,310,0,41,4.6,0,8.725,2,3.2,11.9,11.9,9.8
13-Apr-99,0,6.8,0,0.3,0,0.6,0,3.7,994.8,13,0,26,0,290,0,41,6.5,0,6.725,1.5,2.6,9.5,9.5,7.6
14-Apr-99,0,6.8,1,-4.1,1,-5.9,0,8.3,988.9,9.6,0,22,0,310,0,37,4.4,4,5.225,1.2,2,2.3,2.3,0.5
15-Apr-99,0,8.9,0,0.7,1,-1.6,0,1,991,8.6,0,14,0,310,0,23,4.9,0,5.7,1.6,2.4,2.9,2.9,1.1
16-Apr-99,0,7.9,1,-0.8,1,-3,2,0,994.4,4.8,0,11,0,70,0,16,5.1,0,5.85,1.4,2,4.3,4.3,2.5
17-Apr-99,0,10,0,0.3,1,-1.9,0,0.7,1000.8,6.5,0,15,0,260,0,20,8.1,0,7.4,1.9,2.9,5.4,5.4,3.7
18-Apr-99,0,10.3,0,0,1,-1.7,3,0,1004.2,6.5,0,11,0,300,0,17,11.6,0,7.85,2.1,3.1,7.4,7.4,5.8
19-Apr-99,0,11.1,0,1.1,1,-4.2,0,0.9,999.3,11.2,0,22,0,120,0,34,4.4,0,7.2,1.7,2.7,8.1,8.1,6.7
20-Apr-99,0,15.5,0,5.1,0,4,0,3.6,979.8,13.7,0,19,0,100,0,30,4.5,0,9.25,1.7,2.6,6.1,6.1,4.8
21-Apr-99,0,13.6,0,7.9,0,7.5,0,3.6,969.8,18.5,0,26,0,250,0,35,2.3,0,10.375,1.6,2.8,4.1,4.1,2.8
22-Apr-99,0,13.2,0,6,0,5.9,0,2.7,983.2,16.1,0,24,0,240,0,31,8.6,0,10.1,2.4,3.9,3.7,3.7,2.5
23-Apr-99,0,13.1,0,5.4,0,3,0,1,994.3,12.5,0,17,0,230,0,25,4.8,0,9.5,2,3.1,4.6,4.6,3.5
24-Apr-99,0,14.3,0,5,0,2.6,0,0.8,999.6,10.1,0,15,0,140,0,23,10,0,10.975,2.5,3.8,6.2,6.2,5.2
25-Apr-99,0,11.4,0,8.3,0,6.4,0,1.5,997.2,12,0,22,0,150,0,33,0,0,10.075,1,1.4,5.6,5.6,4.7
26-Apr-99,0,11.8,0,8.3,0,7.4,0,2.7,1007.9,9.7,0,14,0,80,0,25,0.3,0,10.55,1.1,1.8,4,4,3.1
27-Apr-99,0,16.4,0,8,0,7.3,3,0,1018.7,9,0,14,0,40,0,21,8.5,0,12.025,2.5,3.7,6.4,6.4,5.7
28-Apr-99,0,18.7,0,4.3,0,0.4,3,0,1018.1,4.8,0,11,0,40,0,16,12.2,0,12.825,3,4.1,9.2,9.2,8.6
29-Apr-99,0,16.8,0,5.1,0,1,3,0,1011.2,5.5,0,11,0,80,0,16,11.1,0,13.4,2.7,3.8,11.7,11.7,11.3
30-Apr-99,0,14.5,0,7.3,0,7.1,2,0,1006.8,5.1,0,9,0,70,0,13,2.4,0,13.575,1.8,2.5,13.3,13.3,13.1
01-May-99,0,14.7,0,6.3,0,4.3,2,0,1008.2,4.8,0,8,0,80,0,13,7.2,0,14.025,2.4,3.3,15.4,15.4,15.4
02-May-99,0,15.8,0,3.2,1,-0.8,3,0,1008.7,3,0,7,0,70,0,10,0.2,0,12.875,1.6,2.1,16.8,16.8,16.9
03-May-99,0,19.5,0,3.7,0,0.6,3,0,1007.8,4,0,9,0,130,0,11,9.8,0,13.5,2.8,3.9,19.2,19.2,19.5
04-May-99,0,18.3,0,9.3,0,6.7,0,0.4,1004.8,7.1,0,13,0,80,0,19,5.8,0,14.35,2.6,3.5,20.9,20.9,21.4
05-May-99,0,13.7,0,7.5,0,4.1,2,0,999.5,7.6,0,14,0,80,0,23,1.1,0,12.5,2.1,3.1,22.6,22.6,23.3
06-May-99,0,15.5,0,7.9,0,6.2,0,0.8,997.7,6,0,15,0,200,0,19,1.6,0,12.525,1.7,2.4,23.2,23.2,24
07-May-99,0,15.5,0,8.5,0,3.2,2,0,994.6,9,0,17,0,110,0,25,2.6,0,11.75,2.1,3,24.9,24.9,25.9
08-May-99,0,15.3,0,8.9,0,4.1,0,0.6,989.1,11,0,24,0,200,0,35,3.6,0,12.15,2,3,25.8,25.8,26.9
09-May-99,0,15.1,0,11.2,0,8.9,0,0.7,990.9,13.9,0,22,0,160,0,33,1.1,0,12.7,2,2.9,26.6,26.6,27.9
10-May-99,0,16.1,0,10.5,0,7,0,4,987.6,15,0,24,0,190,0,34,5.9,0,13.075,2.8,4.3,24.7,24.7,26.2
11-May-99,0,16.7,0,10.2,0,9.2,0,0.5,988.9,17.8,0,24,0,200,0,33,9.6,0,13.85,2.9,4.9,26.5,26.5,28.1
12-May-99,0,15.7,0,9.6,0,8.5,0,3.3,991.8,11.5,0,17,0,220,0,24,3.3,0,13.175,2.2,3.5,24.9,24.9,26.7
13-May-99,0,14.3,0,7.8,0,7.9,0,5,993.7,7.3,0,14,0,200,0,24,3.9,0,12.875,1.8,2.7,21.3,21.3,23.2
14-May-99,0,15.2,0,7.2,0,4.9,0,2.3,1001.8,3.7,0,7,0,20,0,13,0.8,0,13.4,1.6,2.2,20.3,20.3,22.3
15-May-99,0,13.2,0,4.5,0,0.6,3,0,1010.4,4.2,0,9,0,330,0,15,3.7,0,12.775,2,2.8,22,22,24
16-May-99,0,13.7,0,8.9,0,7.7,3,0,1013,4.5,0,9,0,330,0,14,2,0,12.85,1.8,2.4,23.4,23.4,25.6
17-May-99,0,11.5,0,7.5,0,4.2,3,0,1013,10.3,0,16,0,70,0,27,4.8,0,11.8,2.3,3.5,25.2,25.2,27.5
18-May-99,0,16.3,0,8,0,4.4,2,0,1007.9,12.4,0,20,0,50,0,31,9.4,0,12.375,3.3,4.9,27.7,27.7,30.2
19-May-99,0,16,0,7.9,0,3.2,3,0,1003.2,5.9,0,10,0,50,0,17,6.9,0,14.325,2.8,4,29.8,29.8,32.5
20-May-99,0,19.7,0,6.9,0,4.5,2,0,1003.2,9.8,0,17,0,230,0,24,9,0,15.25,3.6,5.2,32.4,32.4,35.2
21-May-99,0,14.6,0,6.6,0,10.6,0,3.3,998.5,21,0,32,0,260,0,47,5.1,0,13.8,2.2,3.9,30.7,30.7,33.6
22-May-99,0,14.4,0,6.5,0,4.6,2,0,1003.6,18.5,0,26,0,250,0,36,3.2,0,11.9,2.2,3.7,32.3,32.3,35.3
23-May-99,0,17.3,0,11.4,0,10.4,2,0,1003.1,17.1,0,23,0,250,0,32,1.8,0,13.775,2.4,3.9,34,34,37.1
24-May-99,0,15.4,0,6.2,0,8.9,0,1.9,1004.5,15.1,0,26,0,260,0,35,6.8,0,13.6,2.6,4.4,33.9,33.9,37.1
25-May-99,0,16.6,0,5.8,0,3.8,2,0,1004.7,14.8,0,23,0,210,0,32,2.2,0,12.925,2.8,4.3,35.8,35.8,39.1
26-May-99,0,20.1,0,12.1,0,9.8,2,0,1002.5,13,0,21,0,210,0,29,3.3,0,15.1,3,4.2,37.8,37.8,41.2
27-May-99,0,18.2,0,11.7,0,8.9,3,0,1001.7,6.1,0,17,0,100,0,23,5.6,0,16.975,3.1,4.3,39.9,39.9,43.4
28-May-99,0,18.1,0,12.4,0,11.5,0,21,1001.3,8.5,0,18,0,230,0,25,0.8,0,15.675,1.8,2.5,20,20,23.5
29-May-99,0,14.2,0,9.3,0,8.1,0,0.3,1007.3,5.5,0,10,0,20,0,16,3,0,15.05,2.4,3.4,21.6,21.6,25.3
30-May-99,0,10.7,0,8.9,0,7.5,0,1.1,1009.7,8.7,0,13,0,60,0,21,0,0,12.425,1.1,1.6,21.4,21.4,25.1
31-May-99,0,15.5,0,8.1,0,4.9,3,0,1011,2.7,0,7,0,100,0,10,1.4,0,13.3,1.9,2.5,22.9,22.9,26.7
01-Jun-99,0,18.3,0,6.1,0,2.7,2,0,1006.3,5,0,10,0,120,0,13,3.9,0,14.6,2.4,3.3,24.8,24.8,28.7
02-Jun-99,0,12.1,0,8.1,0,5.6,0,20.3,996.6,7.2,0,12,0,50,0,20,0,0,12.675,0.6,1,5,5,8.9
03-Jun-99,0,17,0,10.2,0,10,0,1.9,990.2,7.2,0,14,0,240,0,18,1.9,0,14.375,2.1,3,5.1,5.1,9.2
04-Jun-99,0,12.8,0,5.4,0,7.9,0,6.5,987.2,13.2,0,25,0,240,0,40,6.5,0,12.9,2,3.5,0.6,0.6,4.7
05-Jun-99,0,14.9,0,4.8,0,1,2,0,988.2,4.8,0,11,0,310,0,17,11.4,0,13.35,3.1,4.3,3.6,3.6,7.7
06-Jun-99,0,13,0,6.2,0,3.2,0,1.6,995.2,6.3,0,12,0,360,0,22,1.2,0,12.8,1.9,2.7,3.8,3.8,8
07-Jun-99,0,12.7,0,4.6,0,4.9,0,2,1002.3,5.2,0,12,0,340,0,22,5.6,0,12.95,2.2,3.1,3.9,3.9,8.2
08-Jun-99,0,14.6,0,2.8,1,-0.8,3,0,1009.4,4.4,0,7,0,270,0,13,9.7,0,13.25,2.8,3.9,6.6,6.6,11
09-Jun-99,0,15,0,3.3,1,-0.6,2,0,1015.5,5.9,0,12,0,270,0,17,5.2,0,13.275,2.4,3.5,8.9,8.9,13.4
10-Jun-99,0,14.9,0,9.4,0,9.4,2,0,1018,5.7,0,11,0,330,0,17,1.9,0,14.125,2.2,3,10.9,10.9,15.5
11-Jun-99,0,14,0,9.3,0,6.3,3,0,1016.1,4.4,0,8,0,310,0,12,0,0,13.5,1.9,2.5,12.6,12.6,17.3
12-Jun-99,0,17.2,0,7.9,0,6.1,2,0,1012.2,5,0,10,0,290,0,17,4.7,0,14.675,2.8,3.8,15.1,15.1,19.8
13-Jun-99,0,17.6,0,9.1,0,6.4,0,0.6,1012.2,8.7,0,14,0,250,0,19,0,0,14.5,1.7,2.5,15.9,15.9,20.8
14-Jun-99,0,20.4,0,8.8,0,10.4,3,0,1012.6,11.5,0,21,0,230,0,28,6.7,0,16.75,3,4.5,18.5,18.5,23.5
15-Jun-99,0,19.5,0,7.5,0,5.9,0,0.2,1013.3,6.2,0,16,0,230,0,20,2.3,0,16.025,2.1,2.9,20.1,20.1,25.1
16-Jun-99,0,20.4,0,11.5,0,9.3,2,0,1010.7,13.7,0,21,0,220,0,27,8.6,0,16.925,3.6,5.4,23,23,28.1
17-Jun-99,0,18.2,0,9.3,0,10.5,0,0.4,1013.1,6,0,16,0,230,0,21,10.4,0,18.25,3.6,5.1,25.5,25.5,30.7
18-Jun-99,0,18.3,0,7.6,0,4.3,2,0,1013.5,9.5,0,15,0,250,0,22,2.1,0,16.55,1.9,2.8,26.9,26.9,32.2
19-Jun-99,0,18.5,0,12.5,0,12.7,0,5,1005.3,15.6,0,22,0,240,0,31,0.2,0,16.625,1.7,2.6,23.2,23.2,28.5
20-Jun-99,0,15.2,0,6.2,0,6.8,0,0.3,1003.8,13.1,0,20,0,270,0,32,10.6,0,15.15,2.6,4.6,24.9,24.9,30.3
21-Jun-99,0,15.3,0,5.6,0,3.9,3,0,1010.7,9.2,0,15,0,280,0,24,9.4,0,14,3,4.5,27.2,27.2,32.7
22-Jun-99,0,16.7,0,8.2,0,4.5,0,0.2,1009.2,8.1,0,15,0,210,0,24,1,0,14.325,2,3,28.6,28.6,34.1
23-Jun-99,0,17.1,0,10.2,0,8.8,2,0,1010.7,4.2,0,10,0,260,0,14,2.3,0,15.625,2.2,2.9,30.2,30.2,35.7
24-Jun-99,0,19.8,0,7.3,0,3.3,3,0,1013.6,4.5,0,10,0,80,0,13,12.4,0,17.7,3.9,5.3,33,33,38.6
25-Jun-99,0,23.3,0,8.1,0,4.6,3,0,1006.3,7.8,0,15,0,220,0,22,14.4,0,19.725,4.5,6.3,36.1,36.1,41.8
26-Jun-99,0,19.1,0,9.9,0,12.8,0,6.1,994.1,7.7,0,19,0,190,0,27,0.2,0,17.6,1.9,2.4,31.3,31.3,37
27-Jun-99,0,16,0,7.6,0,6.1,0,7.3,988.2,9.8,0,17,0,260,0,28,5.6,0,15.375,2.6,4,25.8,25.8,31.6
28-Jun-99,0,15.9,0,8,0,6.6,0,0.5,992,12.1,0,19,0,250,0,28,4.4,0,13.75,2.5,3.9,27.3,27.3,33
29-Jun-99,0,17.7,0,5.1,0,2.4,2,0,999.8,8.6,0,16,0,260,0,23,7.2,0,14.275,2.7,4.1,29.3,29.3,35.1
30-Jun-99,0,17.8,0,10.3,0,9.4,0,12.4,1002.4,10.8,0,16,0,250,0,23,3.2,0,15.55,2.9,4.3,19,19,24.9
01-Jul-99,0,16.2,0,11.7,0,10.8,0,3.1,1000.4,3.2,0,6,0,90,0,10,0,0,16,1.5,1.9,17.1,17.1,23
02-Jul-99,0,22.3,0,14,0,11.9,2,0,997.2,8.5,0,16,0,180,0,23,3.3,0,17.825,2.9,4.1,19.6,19.6,25.6
03-Jul-99,0,21.3,0,14.3,0,12.5,2,0,992.6,10.1,0,20,0,200,0,28,4.7,0,17.925,3.3,4.6,22.3,22.3,28.4
04-Jul-99,0,20.9,0,13.7,0,13.4,0,0,993.8,10.5,0,18,0,210,0,25,6.2,0,18.25,3.4,4.8,25,25,31.1
05-Jul-99,0,20.2,0,10.2,0,6.8,2,0,998.3,3.5,0,9,0,230,0,12,3.9,0,18.65,2.8,3.7,27.2,27.2,33.3
06-Jul-99,0,19.7,0,13.1,0,11.9,3,0,1005.1,8.2,0,12,0,270,0,17,0.9,0,18.5,2.4,3.3,29,29,35.2
07-Jul-99,0,22.3,0,12.7,0,10.9,2,0,1013.2,6.2,0,10,0,240,0,14,0.6,0,19.125,2.4,3.2,30.8,30.8,37
08-Jul-99,0,25.4,0,15.5,0,13.4,3,0,1018.2,4.5,0,8,0,60,0,12,11.3,0,22.8,4.2,5.5,33.8,33.8,40
09-Jul-99,0,26.7,0,14,0,10.4,3,0,1016.2,4.2,0,10,0,220,0,16,12.6,0,23.4,4.4,5.7,36.8,36.8,43.1
10-Jul-99,0,24,0,15.2,0,15.4,0,0,1016.2,5.2,0,10,0,60,0,17,2,0,22.8,2.9,3.8,38.7,38.7,45
11-Jul-99,0,21.6,0,11.6,0,9.2,3,0,1015.7,5.5,0,11,0,30,0,16,9.3,0,21.725,3.6,4.9,41.1,41.1,47.4
12-Jul-99,0,21.7,0,10.2,0,6.7,3,0,1008.8,5.6,0,11,0,90,0,16,13.6,0,22.175,4.1,5.6,43.6,43.6,49.9
13-Jul-99,0,19.6,0,11.5,0,8.9,0,1.2,999.7,12.8,0,21,0,270,0,29,4.3,0,19.55,2.6,3.9,44,44,50.3
14-Jul-99,0,20,0,10.6,0,9.5,0,0.1,998.8,12.6,0,18,0,260,0,26,7.3,0,18.425,3.8,5.4,46.2,46.2,52.5
15-Jul-99,0,19.4,0,10.5,0,8.9,0,0.1,1001.2,14.1,0,22,0,250,0,30,7.6,0,18.125,3.4,5.3,48.1,48.1,54.3
16-Jul-99,0,19.4,0,13.3,0,12.3,0,0.1,1003.3,11.8,0,17,0,240,0,25,3.5,0,18.375,3,4.2,49.6,49.6,55.9
17-Jul-99,0,20.8,0,13.3,0,11.6,0,4.3,1002.3,13.7,0,22,0,220,0,32,0.9,0,18.225,2.6,3.9,46.7,46.7,53
18-Jul-99,0,18.5,0,14.1,0,13.5,0,8.9,998.4,10,0,20,0,200,0,29,0,0,17.6,1.4,2,38.6,38.6,44.9
19-Jul-99,0,18.3,0,14.9,0,13.4,0,4.7,991.9,11.2,0,19,0,200,0,26,0,0,17,1.5,2,34.9,34.9,41.1
20-Jul-99,0,18,0,10.9,0,12.4,0,1.1,993.2,16.5,0,26,0,260,0,37,1.6,0,16.575,2.1,3.5,35.3,35.3,41.5
21-Jul-99,0,16.9,0,10.1,0,8.5,0,0.3,1002.6,17.8,0,27,0,270,0,42,3.4,0,14.125,2.6,4.2,36.7,36.7,43
22-Jul-99,0,18.2,0,8.6,0,9.5,2,0,1011.5,9.2,0,15,0,270,0,23,9.6,0,15.65,3.3,4.8,38.9,38.9,45.2
23-Jul-99,0,21.6,0,9.5,0,6.3,3,0,1014.2,11,0,16,0,260,0,21,2.6,0,17.1,2.1,3.1,40.2,40.2,46.5
24-Jul-99,0,23.6,0,13.1,0,11.8,0,0.5,1012,9.8,0,16,0,220,0,21,10.1,0,19.425,3.7,5.3,42.1,42.1,48.4
25-Jul-99,0,16.5,0,11.1,0,10.6,2,0,1013.4,5,0,10,0,40,0,15,0.5,0,18.025,2.3,3.2,43.6,43.6,49.8
26-Jul-99,0,18,0,7.1,0,2.9,3,0,1014.9,9.3,0,19,0,80,0,29,13.8,0,17.725,3.6,5.5,45.7,45.7,52
27-Jul-99,0,17,0,7.1,0,2.8,3,0,1014.1,7,0,14,0,80,0,21,13.7,0,18.175,3,4.4,47.5,47.5,53.7
28-Jul-99,0,18.6,0,9.4,0,5.2,3,0,1012,6.5,0,12,0,80,0,18,12.4,0,19.125,3.2,4.6,49.3,49.3,55.6
29-Jul-99,0,21.3,0,9.9,0,6.2,3,0,1009.2,7.4,0,15,0,80,0,22,12.9,0,19.7,3.7,5.2,51.4,51.4,57.6
30-Jul-99,0,24.6,0,11.5,0,8.6,3,0,1005.4,3.7,0,9,0,190,0,12,9.1,0,20.525,3.4,4.4,53.2,53.2,59.3
31-Jul-99,0,24.8,0,13.9,0,10.9,3,0,1002.5,4.2,0,11,0,70,0,17,9.1,0,22.125,3.6,4.7,55,55,61.2
01-Aug-99,0,24,0,10.4,0,7.4,3,0,1002.1,5.5,0,12,0,210,0,18,9.5,0,22.075,3.6,4.9,56.8,56.8,62.9
02-Aug-99,0,21.5,0,14.8,0,12.3,0,5.9,999.9,6.1,0,12,0,130,0,17,0.8,0,19.5,2.3,2.9,52,52,58.1
03-Aug-99,0,22.5,0,12,0,14,0,2.6,998.7,3.5,0,10,0,80,0,17,5,0,19.525,2.8,3.6,50.9,50.9,56.9
04-Aug-99,0,18.5,0,11.8,0,9,0,10.5,997.7,5.5,0,14,0,80,0,18,3.3,0,17.85,1.7,2.3,41.3,41.3,47.3
05-Aug-99,0,22,0,13.8,0,14.3,0,21.9,995.9,3.7,0,10,0,240,0,22,3.8,0,18.6,2,2.6,20.7,20.7,26.7
06-Aug-99,0,21,0,13.9,0,10,0,7.2,995.8,7.1,0,14,0,130,0,21,3.3,0,17.75,2.2,3,15.3,15.3,21.4
07-Aug-99,0,19.8,0,14.9,0,14.1,0,3.9,992.7,6.6,0,12,0,80,0,18,5.7,0,18.8,2,2.7,13.1,13.1,19.2
08-Aug-99,0,15.5,0,13.2,0,13.8,0,3.9,990.8,10,0,16,0,50,0,26,0,0,16.45,1,1.5,10.1,10.1,16.3
09-Aug-99,0,14.2,0,12.1,0,11.4,0,0.1,995.7,7.7,0,11,0,40,0,19,0,0,14.6,1.2,1.6,11.1,11.1,17.3
10-Aug-99,0,16.7,0,8.9,0,4.4,3,0,1004.3,4.6,0,9,0,60,0,20,12.1,0,15.65,3.2,4.4,13.9,13.9,20.2
11-Aug-99,0,19.2,0,8.6,0,4.9,2,0,1008.3,4.3,0,9,0,90,0,14,2.8,0,15.3,2.3,3.1,15.9,15.9,22.3
12-Aug-99,0,20.5,0,8.6,0,4.4,2,0,1005.8,5.5,0,15,0,220,0,22,5.5,0,16.1,2.6,3.5,18.1,18.1,24.5
13-Aug-99,0,20.3,0,12.8,0,13.8,0,0.7,997.8,10.3,0,18,0,260,0,24,0.1,0,17.025,2,2.8,19.1,19.1,25.6
14-Aug-99,0,17.6,0,10.8,0,9.6,0,6.3,991.6,11.5,0,16,0,260,0,27,6.4,0,15.475,2.2,3.3,14.7,14.7,21.2
15-Aug-99,0,18.1,0,7.9,0,7.5,2,0,995.7,10.1,0,16,0,250,0,24,10.6,0,14.575,2.8,4.1,17.1,17.1,23.6
16-Aug-99,0,17.8,0,7.8,0,5.8,2,0,994.8,8.9,0,17,0,270,0,22,8.3,0,14.475,2.8,4,19.4,19.4,26
17-Aug-99,0,19.9,0,10.2,0,1.2,0,3.4,986.8,6.5,0,15,0,230,0,20,5.4,0,15.1,2.4,3.2,18,18,24.6
18-Aug-99,0,17.2,0,7.7,0,0.3,0,3.8,988.3,3,0,13,0,270,0,19,2.8,0,14.65,1.5,2,15.5,15.5,22.1
19-Aug-99,0,17.4,0,7.7,0,1.4,3,0,1001.3,4.6,0,9,0,340,0,16,6.8,0,14.975,2.2,2.9,17.3,17.3,24
20-Aug-99,0,16.9,0,7,0,3.1,2,0,1011.3,6,0,12,0,90,0,17,8.7,0,15.075,2.1,3.1,19.1,19.1,25.8
21-Aug-99,0,16.5,0,8.7,0,6.2,3,0,1013.6,8.1,0,13,0,90,0,20,13.4,0,15.075,2.8,4,21.4,21.4,28.2
22-Aug-99,0,17.2,0,10.5,0,6.4,2,0,1009.6,8.7,0,17,0,110,0,24,3.7,0,14.725,2.1,3,23.1,23.1,29.9
23-Aug-99,0,16.2,0,12.5,0,11.1,0,0.6,1005.6,10.1,0,17,0,100,0,24,0.9,0,14.7,1.5,2,23.7,23.7,30.5
24-Aug-99,0,16.5,0,14.1,0,12.3,0,17.7,1002.1,10.8,0,18,0,100,0,30,0,0,14.525,1.3,1.8,7,7,13.8
25-Aug-99,0,21.5,0,14.4,0,13.9,0,1.1,995.8,9.4,0,18,0,210,0,25,2.3,0,16.175,1.7,2.2,7.5,7.5,14.4
26-Aug-99,0,19.2,0,11.6,0,13.9,2,0,997.8,13.9,0,22,0,250,0,29,2.1,0,16.25,1.7,2.5,9.1,9.1,16
27-Aug-99,0,20.7,0,9,0,9.5,2,0,1006.8,9.8,0,15,0,250,0,21,6.5,0,15.775,2.3,3.3,11.2,11.2,18.1
28-Aug-99,0,19.5,0,9.3,0,7,3,0,1011.2,6,0,13,0,230,0,19,5.7,0,16.075,2,2.8,13,13,20
29-Aug-99,0,17.8,0,9.7,0,11,0,1.8,1007.5,9,0,19,0,210,0,26,3.8,0,15.65,1.7,2.4,12.7,12.7,19.7
30-Aug-99,0,16.9,0,10.1,0,7.8,2,0,1009,11.7,0,17,0,250,0,24,1,0,14.225,1.6,2.3,14,14,21.1
31-Aug-99,0,19.7,0,13,0,12.3,2,0,1008.7,7.4,0,11,0,230,0,16,1.3,0,15.575,1.9,2.6,15.7,15.7,22.8
01-Sept-99,0,22.2,0,15.6,0,14.5,2,0,1009.2,9.9,0,16,0,240,0,22,1.5,0,18.025,2,2.9,17.4,17.4,24.6
02-Sept-99,0,21.2,0,17,0,16.9,2,0,1008.7,5.7,0,13,0,230,0,17,0.1,0,19.175,1.5,2,18.7,18.7,25.8
03-Sept-99,0,22.6,0,14.8,0,14.6,0,0.1,1008.5,5,0,10,0,230,0,15,6.9,0,19.625,2.3,3.1,20.5,20.5,27.7
04-Sept-99,0,22.3,0,17.4,0,16.4,0,0,1008.7,2.9,0,6,0,230,0,9,1.5,0,19.975,1.7,2.1,21.8,21.8,29
05-Sept-99,0,25.4,0,17.8,0,17.4,0,0,1003,3.2,0,10,0,260,0,13,6.1,0,21.1,2.5,3.3,23.9,23.9,31.1
06-Sept-99,0,22.6,0,13,0,14.8,0,13.6,996.6,7.6,0,20,0,220,0,31,0.9,0,19.725,1.7,2.2,11.6,11.6,18.8
07-Sept-99,0,18.3,0,11.6,0,11.1,0,3.3,997.7,9.6,0,16,0,230,0,23,9.6,0,16.55,2.3,3.2,10.3,10.3,17.6
08-Sept-99,0,20.3,0,10.5,0,9.8,0,13.4,995.4,17.4,0,33,0,190,0,46,2.2,0,15.25,1.8,2.4,0,-1.5,5.8
09-Sept-99,0,17.5,0,8.9,0,7.5,0,0,1008,12.2,0,17,0,230,0,25,10.8,0,13.25,2.8,3.9,2.8,2.8,8.6
10-Sept-99,0,19,0,10.3,0,7,0,1.2,1008,8.6,0,20,0,200,0,28,9.2,0,14.375,2.1,3,3.6,3.6,9.5
11-Sept-99,0,17.3,0,7.6,0,9.1,0,12.9,1000,7.2,0,17,0,250,0,23,1.5,0,15.4,1,1.4,0,-8.3,-2.4
12-Sept-99,0,15.2,0,5,0,2.7,0,3.3,999.4,6.3,0,16,0,180,0,24,2.2,0,11.925,1.2,1.7,0,-2.1,-4.4
13-Sept-99,0,15.5,0,7.6,0,4.6,0,1,998.7,10.3,0,18,0,240,0,23,8.4,0,12.5,1.7,2.6,0.7,0.7,-3.5
14-Sept-99,0,15.7,0,5,0,2.6,3,0,1002.6,6.3,0,10,0,210,0,15,11,0,12.15,1.8,2.6,2.5,2.5,-1.5
15-Sept-99,0,16.9,0,10.7,0,6,0,7,996.2,8.4,0,20,0,180,0,29,0,0,12.875,1.3,1.8,0,-3.2,-7.1
16-Sept-99,0,17,0,10.4,0,10.5,0,4.7,989.7,10.6,0,17,0,260,0,24,7.1,0,14.1,1.8,2.7,0,-2.9,-9.6
17-Sept-99,0,17,0,10,0,7.7,2,0,986.4,11.4,0,17,0,230,0,25,8.7,0,12.875,2.2,3.1,2.2,2.2,-6.9
18-Sept-99,0,17.6,0,11.9,0,7.6,0,12.5,978.6,19.2,0,31,0,160,0,53,2.7,0,13.7,1.6,2.4,0,-8.7,-10
19-Sept-99,0,16.7,0,12,0,11.2,0,7.5,980,8.5,0,16,0,130,0,22,3.2,0,14.4,1.5,2,0,-6,-10
20-Sept-99,0,14.4,0,12.2,0,9.5,0,45,975.8,10.6,0,24,0,210,0,35,0,0,13.875,0.4,0.6,0,-10,-10
21-Sept-99,0,17.6,0,9.6,0,11,0,7.3,977.9,16,0,27,0,210,0,39,8.2,0,13.7,1.9,2.9,0,-5.4,-10
22-Sept-99,0,17,0,7.9,0,3.7,0,4.6,982.5,8.1,0,15,0,100,0,21,2.2,0,13.2,0.9,1.4,0,-3.7,-10
23-Sept-99,0,18.6,0,12,0,9,2,0,983.8,11.7,0,19,0,210,0,28,6.9,0,14.15,2,2.8,2,2,-7.5
24-Sept-99,0,18.4,0,11.8,0,11.9,0,1.4,990.4,10.3,0,18,0,210,0,26,3.9,0,14.5,1.6,2.2,2.1,2.1,-7
25-Sept-99,0,15,0,9.5,0,6.8,0,4.9,993,3,0,6,0,240,0,10,0,0,14,0.8,1,0,-2,-10
26-Sept-99,0,16.3,0,8.3,0,6.8,2,0,987.8,4.5,0,8,0,210,0,11,3,0,13.55,1.3,1.7,1.3,1.3,-8.2
27-Sept-99,0,14.9,0,8.4,0,6.6,0,9.6,984.1,3.5,0,7,0,10,0,13,0,0,12.75,0.8,1.1,0,-7.5,-10
